,Layer1,Layer2,Layer3,Layer4,Layer5,Layer6,Layer7,Layer8,Layer9,Layer10,Layer11,Layer12,Layer13,Layer14,Layer15,Layer16,Layer17,Layer18,Layer19,Layer20,Layer21,Layer22,Layer23,Layer24,Layer25,Layer26,Layer27,Layer28,Layer29,Layer30,Layer31,Layer32,Layer33,Layer34,Layer35,Layer36,Layer37,Layer38,Layer39,Layer40,Beam Energy,Particle,Layer At Peak Value_1-28,Layer At Peak Value_29-40,Energy At Peak Value_1-28,Energy At Peak Value_28_40
244,143.156,18.5527,63.344,165.161,383.988,749.578,964.033,1493.32,2159.26,1596.69,2135.4,1868.11,1976.1,1371.03,1238.89,1065.45,759.315,534.216,434.429,383.421,251.678,223.195,141.559,114.418,202.951,116.756,75.457,47.1534,44.7691,13.473,161.439,91.2575,108.486,32.8091,13.5884,153.158,25.0357,0.897429,0.0,0.0,250,pion,9,3,2159.26,161.439
245,230.823,3.95952,1.00393,1.82163,1.10793,4.46559,2.50543,1.25491,0.862032,1.60967,0.95447,1.62607,3.4035,0.877601,2.61612,0.993392,1.27164,1.13019,1.16813,1.07399,1.11051,0.985624,0.778442,1.36645,0.985797,1.89711,5.43426,4.21788,8.78908,245.043,620.447,671.296,374.526,314.792,184.87,127.321,109.383,86.2127,29.4203,15.8462,250,pion,1,4,230.823,671.296
246,422.204,268.174,388.329,603.913,799.937,852.154,837.724,763.756,846.079,540.812,734.225,451.325,553.969,343.966,303.544,338.373,295.861,168.991,183.375,187.948,192.071,103.342,154.732,59.5778,85.2112,44.5246,72.3553,148.182,642.036,173.5,149.314,169.172,125.922,107.662,108.098,185.306,125.249,12.5183,3.43508,0.321944,250,pion,6,1,852.154,642.036
247,234.884,1.10553,0.858992,1.0203,1.20279,1.01531,0.737794,1.18429,0.693069,1.09552,9.84263,1.07371,1.41328,2.1158,1.63377,0.838831,1.79032,1.00644,14.2602,1.7924,1.45664,1.36264,1.3738,0.929464,2.22221,1.88104,4.13769,6.38094,3.81402,3.65824,16.201,354.224,842.701,697.115,218.539,114.273,92.1048,45.9128,28.0605,7.1224,250,pion,1,5,234.884,842.701
248,310.815,220.84,177.602,91.4013,218.219,351.741,390.326,565.069,732.422,602.138,795.947,614.769,464.473,456.401,311.807,251.217,186.776,270.63,232.933,108.671,99.654,205.158,96.4432,76.0976,136.321,162.849,196.547,145.761,128.035,160.682,354.367,209.976,126.01,67.8393,69.0219,211.316,8.5097,0.875153,0.0,0.0,250,pion,11,3,795.947,354.367
249,156.575,3.67528,2.85286,0.989452,0.947108,1.67662,0.873943,1.10693,1.53225,3.78895,1.10424,0.96344,0.883258,0.624929,0.959531,1.12167,0.841384,2.41286,1.03566,0.876043,1.93888,0.950631,1.37508,1.85969,2.3065,1.014,3.86058,3.21278,2.1252,4.58862,69.2902,1.28891,7.14256,5.06734,11.5155,43.2331,6.15888,3.11163,0.995431,1.04255,250,pion,1,3,156.575,69.2902
250,222.57,73.522,290.101,138.554,247.122,293.826,194.448,239.39,305.697,292.313,360.175,214.163,254.087,174.116,126.277,157.003,202.253,215.197,341.934,325.962,364.934,374.232,309.86,264.186,230.486,219.027,224.367,197.852,151.072,70.0965,151.788,93.6669,100.977,86.8551,108.363,123.308,142.241,268.167,154.84,60.7644,250,pion,22,10,374.232,268.167
251,303.184,3.35073,1.44967,2.27875,0.860396,0.953328,0.860544,1.61697,1.18288,5.85021,1.00552,1.4359,1.29303,0.810915,1.18605,0.836329,1.44502,0.906108,0.943366,1.32775,2.13461,30.6832,115.417,840.428,165.28,189.826,348.722,423.89,410.922,472.125,385.16,510.466,455.877,303.347,179.613,292.863,97.1033,14.3715,35.6271,12.0439,250,pion,24,4,840.428,510.466
252,268.748,1.2171,1.34523,1.03772,0.826447,0.775076,1.10802,5.34102,605.424,307.547,348.248,539.672,1101.89,1210.85,1543.24,1329.62,1555.06,1274.35,1355.69,904.275,879.814,832.807,455.683,376.955,381.679,263.821,269.644,363.842,237.773,94.3891,86.1669,20.1468,32.5799,36.6828,22.0796,51.5589,5.97366,2.66811,0.0,0.0,250,pion,17,1,1555.06,237.773
253,3.16374,1.37093,5.63318,3.34556,4.54036,4.38464,0.880586,1.73756,3.94205,1.45027,1.64376,3.63585,1.5712,1.12662,0.90174,3.16301,2.13263,1.16282,17.5479,0.738214,0.997225,1.32447,1.21793,0.928692,2.56807,9.83394,25.0001,4.48902,5.79734,5.39179,2.08883,7.95404,284.152,286.369,494.727,476.955,375.5,304.625,305.978,196.247,250,pion,27,7,25.0001,494.727
254,342.127,5.84648,17.4105,13.3667,24.0381,13.685,20.794,12.0409,8.69665,6.96153,17.4846,14.615,17.6571,44.689,132.301,155.129,216.453,250.319,454.77,520.837,565.051,575.669,600.197,523.239,602.705,623.29,377.199,284.431,236.161,456.336,328.191,277.54,392.95,334.461,47.8799,30.8033,37.8679,3.48031,0.0,0.735938,250,pion,26,2,623.29,456.336
255,334.702,98.9042,202.726,360.136,455.441,424.471,647.92,617.377,823.99,551.205,597.688,419.21,449.396,318.601,372.262,267.396,226.023,186.239,274.794,58.083,55.4299,46.9593,31.3389,66.5771,32.608,31.7881,25.1985,31.9555,318.751,172.676,212.963,248.851,151.687,101.139,47.5247,30.7166,30.2736,11.8902,10.3583,13.3863,250,pion,9,1,823.99,318.751
256,215.364,220.301,349.338,447.015,697.385,589.303,806.504,701.312,758.884,678.17,662.526,463.439,446.121,389.576,407.519,390.743,295.821,142.582,140.834,95.7512,208.139,134.915,217.62,308.291,243.657,282.897,355.897,193.907,290.221,109.799,89.8258,46.5751,186.256,171.446,92.8995,114.922,94.6408,27.7743,7.79829,3.47871,250,pion,7,1,806.504,290.221
257,1.40045,5.24478,0.79525,6.2816,4.62345,1.84889,5.4813,1.00343,1.88547,3.0531,1.18093,2.81042,2.38913,1.25683,0.849101,0.938481,1.46805,1.18349,0.838678,1.34765,7.60678,2.85414,2.56105,1.37272,1.10057,1.04938,2.3306,3.18051,4.53329,15.8103,149.359,572.237,768.861,608.446,398.611,427.436,395.664,207.635,61.5834,40.0956,250,pion,21,5,7.60678,768.861
258,17.9245,1.51447,0.958012,1.82759,132.595,124.027,109.942,207.272,318.81,314.438,402.814,419.834,502.853,529.09,681.77,480.927,650.566,671.84,716.409,500.216,450.336,246.213,248.187,252.976,264.17,254.287,211.671,107.405,148.335,98.8441,150.348,305.141,370.092,223.036,104.315,138.483,44.5094,1.28142,0.686934,0.0,250,pion,19,5,716.409,370.092
259,1.9633,2.24426,1.89865,1.9668,0.89171,0.784948,2.73202,0.949469,1.32078,1.16579,2.70768,2.42426,1.25253,1.22058,0.856374,1.26067,1.08675,1.48817,1.28515,1.09057,0.88155,3.14029,0.890669,1.99966,3.18255,2.25869,5.25567,3.62778,6.41948,6.53461,73.6847,452.341,645.552,636.717,452.037,240.432,125.435,29.7373,4.53896,3.43494,250,pion,27,5,5.25567,645.552
260,208.341,149.818,181.812,257.028,351.086,392.023,389.308,610.836,560.372,326.296,425.271,401.297,414.573,392.652,461.571,1029.9,454.8,381.459,298.585,258.634,332.912,265.729,364.881,190.458,339.152,198.073,216.997,212.983,192.437,130.47,89.5161,152.375,98.6379,61.7644,51.4975,67.8795,11.9302,1.80117,1.18731,8.60146,250,pion,16,1,1029.9,192.437
261,28.1294,2.1999,4.4894,1.11752,1.54386,1.09329,1.21292,1.23486,1.83199,1.94467,1.16284,3.24374,1.16983,0.883795,1.04495,1.58746,1.02712,1.24774,1.01071,1.23452,1.06783,1.01016,2.08098,1.10238,1.2771,2.5489,4.3342,1.68867,2.60199,7.08801,8.44604,36.971,283.532,460.25,430.749,608.745,466.776,153.929,96.4415,40.6996,250,pion,1,8,28.1294,608.745
262,236.469,17.2633,6.68133,12.0007,592.25,232.849,299.419,1519.18,818.697,665.278,756.927,639.299,596.349,476.329,462.193,353.606,394.013,284.461,295.266,172.828,179.029,182.47,171.337,159.004,197.98,228.202,155.606,89.3354,185.175,49.3351,180.417,137.483,152.694,122.12,230.044,138.876,225.624,9.07911,0.0,0.0,250,pion,8,7,1519.18,230.044
263,288.899,2.0587,2.74998,2.49561,1.73393,1.18812,1.35634,1.31002,0.920227,1.09972,0.994314,0.788125,1.12486,1.21467,2.07491,1.12842,1.17114,1.00621,0.861624,1.20382,1.71361,0.824611,1.49788,1.32779,1.15952,1.33569,6.01482,4.12838,3.92723,3.71981,18.8538,260.716,813.514,805.497,374.1,179.289,210.501,59.2984,25.0088,10.7371,250,pion,1,5,288.899,813.514
264,208.906,2.23352,2.04272,0.820787,1.41417,1.02429,1.13396,1.83868,2.61877,2.03896,4.96415,3.51017,1.26154,0.916259,0.915405,44.5354,54.1204,90.1796,420.456,347.334,401.745,322.519,294.949,208.672,210.723,181.536,146.99,131.664,145.429,65.5905,48.2515,29.1534,65.5627,47.0185,53.5358,90.8326,22.2294,1.11378,0.0,0.662393,250,pion,19,1,420.456,145.429
265,308.621,0.953839,1.02868,1.14624,11.3532,0.956388,0.901058,1.14255,0.997081,0.673499,1.24685,0.82834,1.0496,1.92195,1.57716,0.728571,3.30557,2.76147,14.2813,43.5626,55.5845,62.1674,103.978,160.552,220.11,188.181,213.755,221.256,294.808,346.539,672.502,373.619,257.833,145.78,176.361,142.872,124.711,81.106,17.2455,7.82672,250,pion,1,3,308.621,672.502
266,175.305,199.07,351.866,345.942,548.214,452.015,422.469,316.21,366.167,242.998,267.132,189.242,148.851,194.112,272.613,119.367,182.831,190.338,101.906,108.422,141.824,63.5288,41.6407,67.1036,43.6132,13.2182,43.0253,29.6268,111.076,133.005,216.557,164.327,107.697,118.635,79.6324,69.7677,72.2037,7.44951,1.69546,1.15764,250,pion,5,3,548.214,216.557
267,1.93964,1.00022,0.668426,0.716726,0.811774,1.18669,0.853755,1.65969,0.877569,1.22661,1.04862,1.10419,0.943906,1.30221,1.04364,6.94291,0.882862,1.42009,14.7757,0.732001,42.2372,178.748,372.792,458.466,706.052,736.504,813.229,737.901,544.129,365.901,331.952,255.521,408.815,293.948,81.4189,98.852,78.8388,10.4136,7.37676,1.12995,250,pion,27,1,813.229,544.129
268,169.553,185.854,174.603,274.485,318.991,512.446,517.568,256.247,314.852,324.711,524.575,441.68,657.516,627.325,918.659,665.407,723.584,635.232,675.284,564.584,427.579,247.552,200.603,111.777,115.916,103.042,79.9047,70.6413,95.1707,32.1567,27.5386,62.5216,162.595,144.825,83.4133,77.8532,60.0398,4.50451,7.28619,13.8863,250,pion,15,5,918.659,162.595
269,85.8824,2.1967,2.09756,0.776568,4.04754,13.9661,27.1668,99.1668,136.208,205.376,349.847,400.429,705.254,819.018,1215.72,1391.98,1357.37,1220.7,1201.04,1032.89,885.308,737.541,588.214,457.4,654.178,511.674,434.815,295.879,84.3914,56.7126,69.1159,87.7007,78.5275,40.4996,36.9608,86.3788,70.891,12.1262,10.2836,7.99404,250,pion,16,4,1391.98,87.7007
270,116.997,2.41017,2.78797,1.30249,10.5285,4.18825,24.4174,330.324,159.864,304.402,436.832,422.171,679.074,544.528,657.732,448.391,441.021,404.071,350.726,181.976,225.822,122.093,133.217,97.4846,78.0069,52.2424,59.3617,28.9297,201.441,307.524,277.729,253.271,263.979,331.113,170.232,203.123,79.1948,27.3724,3.99,30.3015,250,pion,13,6,679.074,331.113
271,2.66315,5.72967,1.40782,2.42611,1.11392,2.71298,1.15093,7.95605,2.84565,4.73923,13.4771,12.6361,80.911,107.256,87.7142,91.783,145.552,166.863,339.31,152.899,221.036,298.551,340.326,309.202,359.221,309.941,212.991,160.754,263.106,313.754,183.873,206.083,147.834,97.7561,264.315,284.891,250.448,73.6411,97.9463,54.5744,250,pion,25,2,359.221,313.754
272,119.018,143.894,425.474,562.284,918.669,1101.6,1149.53,1478.02,1488.61,1478.72,1525.41,1155.76,1608.1,1124.12,1085.58,528.909,499.155,353.669,360.261,224.909,195.859,136.865,130.732,91.1341,74.5634,204.909,92.337,36.4355,69.8932,48.6072,43.5715,62.0303,47.1212,24.7883,23.5619,114.013,4.78616,1.67623,0.0,0.0,250,pion,13,8,1608.1,114.013
273,377.057,57.1308,104.861,146.437,479.447,491.277,488.063,759.561,1211.62,1059.07,1419.61,1341.28,1759.79,1196.2,1161.48,1023.4,788.393,625.909,827.662,563.142,446.133,399.183,329.0,200.799,116.951,99.9757,140.196,60.8616,85.3035,82.4352,94.2619,140.251,204.123,39.7147,15.6122,33.0544,8.11364,0.93008,0.0,1.72834,250,pion,13,5,1759.79,204.123
274,2.67694,3.47738,1.80485,1.29135,3.01186,1.06525,0.782988,4.24813,1.54107,3.13547,1.93836,3.05006,1.12933,1.02022,1.49189,0.79051,0.878419,0.956261,0.811055,1.81748,3.27633,0.929016,2.38161,3.2874,1.44916,5.72914,6.09295,3.79323,7.24571,6.93287,1.20488,7.60273,8.28689,64.7304,201.261,199.83,383.696,204.051,267.978,216.161,250,pion,27,9,6.09295,383.696
275,116.701,204.715,478.188,605.478,999.699,1070.73,1138.61,1010.09,1464.67,1252.84,1475.62,1243.18,1085.53,937.175,864.233,539.764,493.354,312.407,338.642,132.121,136.793,86.2312,79.0835,59.0,78.6355,37.1295,45.1621,43.1699,54.8073,51.0755,78.9769,67.9462,122.746,361.46,191.405,131.618,28.8186,6.876,1.08967,0.0,250,pion,11,6,1475.62,361.46
276,457.776,226.003,404.918,376.961,532.99,464.635,629.137,604.859,807.445,508.256,633.663,537.996,326.999,292.775,334.723,210.596,236.43,169.491,159.709,63.5863,51.041,41.6424,66.6496,62.0492,125.082,101.077,113.859,76.076,87.0061,237.883,374.935,153.355,141.939,70.7789,42.6822,27.9835,83.2883,17.7635,5.12277,5.33415,250,pion,9,3,807.445,374.935
277,318.684,1.61369,4.02274,0.755657,0.897485,1.00405,0.86363,1.07574,0.859177,1.02189,1.31736,1.11996,1.31888,1.02611,1.07752,0.817272,1.26149,0.93073,0.786522,0.877295,2.03991,0.892783,1.06263,1.16997,2.09157,12.7185,21.3938,31.9162,16.2889,402.169,489.643,523.046,425.459,320.39,130.531,87.6055,98.6727,20.0863,6.82813,10.4181,250,pion,1,4,318.684,523.046
278,2.15316,1.98251,2.02521,1.9747,4.56041,114.816,79.8932,209.778,423.176,675.075,1027.14,1248.19,1456.1,1243.52,1541.89,1124.24,931.168,693.414,596.41,479.268,332.284,214.634,244.734,164.682,177.734,220.95,152.165,75.4313,1043.41,46.2053,107.068,25.6714,272.973,195.565,90.4408,169.067,46.6282,51.8141,54.7676,18.7136,250,pion,15,1,1541.89,1043.41
279,38.3681,16.9647,37.7771,26.0173,32.0376,9.1866,19.6925,21.6674,20.8764,22.4799,49.4484,41.2339,20.1208,17.2128,21.5378,74.8059,98.0187,87.28,79.2996,148.678,111.883,129.167,279.535,365.6,473.114,589.449,983.186,654.053,862.119,491.256,294.515,130.422,67.3181,98.3755,90.4647,55.0613,116.326,19.5905,14.328,5.90906,250,pion,27,1,983.186,862.119
280,263.269,1.79851,0.9109,1.56526,1.12811,3.73488,7.75618,3.75476,0.986669,3.21316,1.36885,2.01111,11.4528,27.3282,152.226,180.668,404.028,481.703,867.294,824.545,977.71,1026.91,1099.75,1267.46,1153.41,915.451,687.575,442.473,285.505,140.023,53.6198,60.9234,31.543,14.963,19.3373,36.1274,26.842,54.4341,20.9254,13.7603,250,pion,24,1,1267.46,285.505
281,213.094,0.880627,9.01082,0.867195,1.87743,0.0,0.0,2.90612,0.795015,1.18831,1.28739,5.21246,3.48139,3.38334,1.1709,1.08445,0.838461,2.46777,14.5763,1.46838,0.822593,0.788831,2.82704,2.92924,4.01932,4.05977,4.04066,3.18863,1.02417,22.447,236.397,445.044,412.37,1253.03,420.297,311.322,206.686,129.497,57.7675,74.51,250,pion,1,6,213.094,1253.03
282,17.0093,2.04114,2.17932,8.71018,1.08656,2.93624,0.82114,1.0372,3.84618,1.31794,1.25443,1.10085,2.32241,1.39609,0.75367,3.36501,0.916796,1.63886,1.07123,1.1545,6.30202,0.872656,1.85909,1.19924,3.73396,2.27187,6.50702,11.6123,2.27305,2.49974,3.42228,4.61133,13.4266,9.97675,35.1016,48.743,127.989,155.638,226.996,140.257,250,pion,1,11,17.0093,226.996
283,177.46,2.50927,2.10921,1.21177,1.32241,1.12586,5.42113,1.00691,2.40745,2.41573,4.61663,3.75544,188.697,80.2399,55.6504,142.5,173.254,297.434,396.025,349.85,450.993,279.375,337.774,301.253,287.65,172.93,141.038,130.368,63.9686,33.0694,107.846,213.102,146.796,262.249,604.082,455.476,442.268,106.251,23.8449,35.0811,250,pion,21,7,450.993,604.082
284,2.718,1.4401,0.998257,1.50636,0.772098,1.26698,1.08048,1.05067,1.06214,0.998757,4.27947,11.6863,16.2138,45.454,127.725,298.095,363.489,570.888,777.224,671.693,615.711,584.462,725.485,468.547,598.232,390.009,329.037,222.902,118.017,128.7,56.3022,138.095,201.645,301.454,265.743,100.385,102.131,10.1333,16.6176,13.7511,250,pion,19,6,777.224,301.454
285,27.6856,0.0,1.9298,1.36292,1.86973,1.04228,1.15162,1.57677,1.17399,1.52966,1.13562,1.04046,1.57843,0.923444,1.63072,1.62972,0.863563,1.60283,4.01666,7.96835,4.27497,2.6864,2.94421,2.14686,126.462,146.999,289.138,206.265,1092.09,629.352,500.746,307.15,756.991,226.691,117.44,637.128,223.406,79.8914,30.2604,27.588,250,pion,27,1,289.138,1092.09
286,242.673,6.30364,2.45734,1.07922,1.01523,10.2558,1.80007,1.05598,0.833702,1.31415,1.01895,9.00531,0.983737,0.698125,1.00203,0.768073,3.03176,1.10757,3.47213,1.11989,1.35761,0.720606,1.23169,1.92648,0.727894,2.09538,2.07555,3.37488,5.62978,4.77453,4.26884,2.43245,5.21682,8.28314,12.0457,3.38298,16.8659,2.27025,1.35444,79.7359,250,pion,1,12,242.673,79.7359
287,2.60213,3.18336,10.4277,39.0475,527.273,279.599,314.158,434.011,639.035,644.9,786.77,744.449,881.466,805.015,756.89,519.913,670.365,318.156,412.739,296.138,301.597,197.253,160.806,121.316,126.657,242.378,92.8981,52.6551,88.3591,146.297,103.886,84.9171,134.26,69.3222,18.2181,7.10712,17.3705,0.0,0.0,0.0,250,pion,13,2,881.466,146.297
288,2.07792,0.0,3.36997,5.00544,13.3351,13.8399,9.65667,6.77065,9.50912,4.21371,3.88575,1.07373,1.21925,2.21823,1.58391,2.49135,1.26429,0.855542,18.6644,1.35314,2.51734,1.05884,4.13809,0.790551,0.91887,2.3941,4.76598,2.64659,3.28376,2.22909,88.1113,473.788,473.441,256.248,208.336,98.3347,98.5769,123.719,137.466,99.2919,250,pion,19,4,18.6644,473.788
289,99.753,1.27407,1.4862,2.8916,0.921643,0.804353,0.793086,0.66525,1.14044,0.834182,1.0121,1.61682,0.871212,2.44028,1.18908,0.628921,8.30218,0.998681,0.835467,4.29786,3.1378,2.20721,4.43372,0.8058,7.07693,1.9787,4.7514,3.06006,3.02322,78.7812,479.423,931.032,835.996,560.132,343.412,537.615,111.85,46.8114,102.033,102.485,250,pion,1,4,99.753,931.032
290,157.567,99.9467,197.798,360.833,517.326,565.825,529.421,575.452,523.374,432.023,526.85,329.344,307.91,180.603,258.783,70.2106,133.622,92.5753,65.5422,37.5983,97.6377,30.2043,51.1697,107.109,133.513,258.749,430.946,408.495,342.913,191.169,210.089,98.8116,52.9884,104.689,55.8344,112.766,104.176,17.8325,1.7275,75.3826,250,pion,8,1,575.452,342.913
291,1.37947,1.90825,1.19617,1.44649,0.956522,0.0,0.0,0.948075,0.80629,1.45318,0.800987,2.41783,1.36223,1.1506,1.29813,0.718669,1.61877,1.2179,0.912401,1.24175,0.626784,0.966047,1.50613,1.12021,9.05178,7.03217,11.823,2.23274,3.64918,6.65445,4.1483,8.32854,5.2019,7.05598,5.41215,34.3581,8.41139,3.81707,2.07563,1.99955,250,pion,27,8,11.823,34.3581
292,244.132,2.07782,0.914192,1.27193,1.1264,1.077,1.10049,4.05237,1.76377,0.807707,2.88306,1.17864,1.185,1.89844,1.70038,1.34153,0.988609,1.49187,1.56233,0.918501,1.93026,0.984769,1.40086,1.03443,4.41691,11.8103,33.4125,6.21831,179.215,246.154,316.42,262.222,256.561,153.917,162.941,485.052,483.857,199.582,146.822,126.374,250,pion,1,8,244.132,485.052
293,2.62389,1.04525,1.0498,1.91959,1.17295,0.890145,1.26448,2.78002,20.6552,48.815,90.4661,93.6965,99.8835,113.974,102.322,95.3023,65.3444,338.051,140.375,154.296,120.638,177.985,116.406,166.772,131.982,128.055,77.1326,77.4676,163.458,715.515,802.385,585.71,368.696,297.333,81.7093,25.4736,37.9892,83.5862,69.877,19.8808,250,pion,18,3,338.051,802.385
294,74.2277,1.24096,1.05416,0.911663,0.91577,0.944711,0.972313,0.942431,7.22419,78.4264,1.64356,3.92959,8.37702,42.5704,212.904,423.87,571.115,780.362,1293.18,1367.57,1586.96,919.595,862.781,720.4,689.324,544.587,606.48,441.046,405.948,281.793,248.162,253.014,75.882,119.112,117.063,35.8681,46.1947,21.8549,7.63315,0.809754,250,pion,21,1,1586.96,405.948
295,191.506,2.86438,1.02106,83.2347,98.0553,239.072,257.461,420.324,543.447,518.352,735.038,728.52,706.998,860.589,836.891,811.992,901.99,1019.78,989.58,697.756,740.622,544.709,373.812,317.787,407.547,224.624,227.356,123.805,233.246,67.4408,359.566,77.5127,39.6358,29.0078,19.527,24.2328,28.0012,1.91908,23.4905,1.60328,250,pion,18,3,1019.78,359.566
296,278.057,2.29443,0.895722,24.233,5.06442,5.36877,15.8296,4.04537,7.64929,2.82754,49.4168,119.122,155.184,262.027,431.356,348.693,482.986,389.121,415.759,423.238,319.155,203.334,261.272,163.872,257.694,227.727,180.763,108.764,185.087,162.391,213.749,109.209,105.65,175.101,163.968,436.882,292.871,52.3312,19.9349,9.60953,250,pion,17,8,482.986,436.882
297,6.10764,1.97039,1.46332,0.988097,0.931541,4.11925,2.55346,1.18525,5.49668,1.58094,4.19066,0.977692,0.779181,1.18485,1.18711,0.615932,1.33954,2.30599,1.00674,0.784975,1.58828,1.27268,8.46214,1.0878,1.16334,1.18691,4.61337,3.02121,127.239,596.059,1105.3,845.569,337.427,199.459,51.3794,36.0363,100.882,13.4288,7.67063,13.2109,250,pion,23,3,8.46214,1105.3
298,340.285,1.00295,0.745096,4.21389,0.923186,0.793092,0.729546,1.08749,0.887658,1.35034,1.09232,2.66031,7.96136,6.95243,9.98372,10.2677,11.4095,29.3707,17.8865,109.056,149.389,95.1058,165.309,267.587,299.141,382.257,542.964,440.587,207.063,209.938,127.145,28.678,34.7763,51.5216,18.9975,20.24,53.9875,107.921,281.841,236.845,250,pion,27,11,542.964,281.841
299,2.50275,2.36894,1.37169,1.57531,0.855237,1.12758,3.60535,2.10274,0.742878,1.07028,1.1592,2.76484,0.791795,0.897445,2.35357,60.7899,145.354,145.069,316.258,414.071,467.038,541.274,343.318,243.206,379.113,2068.21,260.065,464.405,317.446,335.33,440.0,307.107,162.882,164.622,136.546,1304.62,62.0416,15.4865,11.5189,6.26455,250,pion,26,8,2068.21,1304.62
400,3.78217,8.22172,5.82839,5.37303,23.9627,11.331,3.71874,6.06563,0.915434,1.28779,1.87577,1.42228,1.31392,6.04503,0.703735,0.855932,1.04278,1.21504,0.84283,1.13301,1.74595,1.12719,3.90556,1.38879,0.0,0.794493,3.76687,2.93276,2.24907,1.96533,1.71734,1.85921,11.1679,5.14863,13.0885,13.6967,18.5763,0.947126,1.30779,1.07191,200,muon,5,9,23.9627,18.5763
401,3.69409,2.59696,0.0,1.03366,2.39038,1.32625,2.00788,1.01499,3.36994,1.52261,0.994221,1.01648,0.829862,0.746079,2.11929,0.873403,1.33107,0.78846,1.48801,1.18176,2.71152,3.79097,1.85052,1.14273,0.878514,2.95976,3.12943,2.28301,4.61032,1.75761,2.51474,4.12827,13.3418,8.18883,6.63875,8.02982,4.03749,1.39339,0.0,0.527428,200,muon,22,5,3.79097,13.3418
402,0.969044,0.892565,5.55567,2.82873,3.25623,1.22261,1.71018,1.09261,0.820798,1.05267,1.01947,4.38931,1.25791,4.70606,0.995157,1.08903,0.965779,1.43281,11.9504,0.969154,1.00673,0.814854,1.04104,1.13968,0.538421,1.8144,5.1339,2.69767,4.00738,5.05417,3.01048,1.16604,14.1973,6.07044,17.2236,6.21711,7.13791,1.26471,1.17931,2.23592,200,muon,19,7,11.9504,17.2236
403,0.577925,1.01716,4.07137,2.02722,1.14855,1.35892,1.13915,0.969738,2.11162,2.20355,0.850715,2.07942,0.893855,0.894589,1.52816,1.09566,1.05749,1.18539,1.51731,1.06724,2.16293,2.92256,6.82705,1.44825,0.838648,1.67212,2.20304,3.33197,3.32039,1.96845,2.11088,3.94785,12.3642,7.49276,6.36385,10.6434,19.0198,11.2175,25.5188,2.60786,200,muon,23,11,6.82705,25.5188
404,1.21017,2.3091,1.75471,0.877302,0.898782,1.14202,1.08542,1.05106,1.03381,0.703245,0.868194,1.07658,0.950748,1.39523,0.908826,1.02206,0.912885,1.24859,0.917198,0.963447,3.08843,0.943491,0.979309,0.831449,0.910709,3.90228,5.35324,3.5275,5.26284,2.43359,1.16285,4.1406,12.8302,4.64887,6.87795,7.65927,8.41551,3.57991,1.75937,0.988067,200,muon,27,5,5.35324,12.8302
405,1.08165,1.00926,1.20947,0.771221,0.826003,1.24163,1.41446,1.28327,0.0,1.13039,1.03021,1.982,0.796285,2.93936,0.923024,2.00239,1.29808,2.66833,13.5641,1.2668,0.71554,0.978343,0.923041,1.00458,2.50826,1.94045,6.2352,3.21201,2.43915,6.13132,7.2761,2.94524,5.35856,9.53808,12.0259,17.0773,6.11202,1.80292,1.77063,0.919371,200,muon,19,8,13.5641,17.0773
406,1.43111,0.945059,0.822905,1.51189,1.04673,0.859709,1.65858,0.938893,0.953626,1.15804,1.51141,1.49449,1.15623,1.86563,0.88615,0.0,1.91752,1.23095,12.5923,1.31484,1.1246,1.32033,1.0768,2.78921,1.01565,3.51232,5.23855,14.7175,14.0711,5.20338,2.56235,17.7905,14.172,7.35658,14.8151,7.38082,10.3351,2.56142,0.0,0.0,200,muon,28,4,14.7175,17.7905
407,1.2798,2.03109,1.60697,0.83112,7.09734,1.99207,0.785115,0.866834,1.37154,1.04259,1.27711,0.862206,0.968886,0.943893,3.30832,2.11988,0.997648,1.41126,0.858128,1.13926,2.37736,1.57738,1.26346,3.6121,0.752518,5.89432,3.82876,4.01708,4.33357,8.50323,2.01074,3.70884,12.6708,6.23234,6.39388,6.11866,2.87523,4.9977,9.4644,0.840171,200,muon,5,5,7.09734,12.6708
408,1.06192,2.38918,1.08578,1.12049,1.6129,1.3098,0.860855,1.11097,1.16286,0.953278,1.00886,0.9811,1.13342,1.15755,1.30248,0.769408,1.40949,0.0,0.0,0.0,0.612829,0.0,0.0,0.0,1.22624,0.917666,3.77472,2.66436,1.87036,6.43792,4.33257,8.78063,8.29305,5.02557,6.85568,2.10202,6.5564,0.951547,0.0,1.67834,200,muon,27,4,3.77472,8.78063
409,1.2488,2.49737,1.22896,0.834687,0.973905,0.946565,1.45021,6.00903,1.41691,0.950474,1.06931,0.973593,1.09959,1.15348,0.958678,1.34094,1.71336,1.16799,0.81387,1.275,2.04131,1.33139,1.85836,0.0,0.811285,2.21574,2.83583,4.78805,1.62663,2.81889,4.80844,5.85412,11.6174,7.70525,7.27921,3.37417,6.14883,18.416,1.85288,2.57503,200,muon,8,10,6.00903,18.416
