,Layer1,Layer2,Layer3,Layer4,Layer5,Layer6,Layer7,Layer8,Layer9,Layer10,Layer11,Layer12,Layer13,Layer14,Layer15,Layer16,Layer17,Layer18,Layer19,Layer20,Layer21,Layer22,Layer23,Layer24,Layer25,Layer26,Layer27,Layer28,Layer29,Layer30,Layer31,Layer32,Layer33,Layer34,Layer35,Layer36,Layer37,Layer38,Layer39,Layer40,Beam Energy,Particle,Layer At Peak Value_1-28,Layer At Peak Value_29-40,Energy At Peak Value_1-28,Energy At Peak Value_28_40
11,42.0451,133.089,387.016,778.96,1388.38,1787.02,2293.59,2587.91,3209.28,2377.6,2618.3,1953.74,1969.58,1370.6,1320.18,914.123,927.965,562.659,518.812,314.046,200.065,116.251,59.1721,74.0578,84.5961,39.1041,15.9046,15.5085,8.31388,9.53427,2.0881,3.38967,12.9598,5.12897,8.22375,7.41989,3.92829,1.21248,0.0,1.16384,300,ele,9,5,3209.28,12.9598
12,20.2533,72.3226,250.112,476.656,907.064,1392.82,1735.11,1906.19,2531.8,2184.89,2573.43,2142.63,2242.82,1637.06,1600.64,1176.13,1186.49,818.569,702.264,592.594,436.216,297.462,227.023,135.841,180.913,102.665,98.8213,51.0008,17.8045,17.7599,1.06726,2.03182,14.3007,6.69421,8.81021,8.78175,9.38932,1.19029,0.0,1.10084,300,ele,11,1,2573.43,17.8045
13,323.293,605.063,1235.79,1673.86,2274.11,2832.11,2677.57,2383.15,2532.0,1997.9,2184.57,1769.18,1654.04,1071.88,836.79,626.434,469.686,362.518,400.772,217.638,165.84,127.649,75.6572,41.0789,59.1763,32.1558,18.5952,20.7551,15.8448,1.45291,0.0,4.44855,12.1277,8.23597,3.98597,6.23064,2.42096,1.53026,0.0,0.343945,300,ele,6,1,2832.11,15.8448
14,317.655,166.258,488.873,908.18,1378.75,1833.8,2264.98,2427.48,2791.71,2286.33,2512.35,1937.17,2161.67,1174.27,1209.53,806.519,753.371,544.664,379.806,262.228,217.813,163.156,87.7344,56.113,52.1942,49.0935,50.4685,22.2427,12.8799,3.89713,2.16445,3.79243,12.9729,9.05966,10.8181,6.17135,4.45512,0.868883,0.0,0.991859,300,ele,9,5,2791.71,12.9729
15,65.9664,100.921,234.29,429.176,767.446,1114.2,1464.27,1637.15,2235.81,2146.19,2490.14,2221.02,2242.95,1737.13,1687.96,1330.47,1096.24,848.881,893.979,668.021,600.735,273.108,266.594,202.323,174.387,82.4202,108.644,92.0073,26.7877,8.26672,2.41136,0.826131,3.92466,6.30995,7.77783,3.47959,5.20569,0.0,0.0,0.0,300,ele,11,1,2490.14,26.7877
16,91.0864,121.948,345.311,572.023,1039.61,1692.71,2030.45,2258.45,2967.46,2278.18,2534.39,2031.45,2166.98,1491.33,1594.06,1112.67,937.211,486.472,525.305,393.878,258.541,192.216,109.917,70.7539,47.1707,57.4033,5.88102,16.9121,6.36192,5.75703,4.09876,0.978783,6.65691,5.67479,11.9408,16.386,20.8189,0.0,0.0,0.476768,300,ele,9,9,2967.46,20.8189
17,231.763,134.827,402.059,446.729,970.875,1461.96,1808.72,2023.9,2681.18,2173.5,2689.41,2167.86,2119.13,1773.01,1527.32,1197.9,1115.39,543.867,674.505,517.257,425.478,224.808,181.362,100.91,105.719,57.8858,53.1,29.5982,19.3641,2.28176,0.927634,7.46119,15.3822,5.27884,5.3923,3.12104,4.1988,0.770739,0.0,0.343578,300,ele,11,1,2689.41,19.3641
18,313.068,189.168,429.359,849.869,1334.48,1987.83,1920.81,2094.69,2322.37,1974.6,2276.43,2049.08,2125.18,1536.66,1700.26,1362.87,1054.7,878.683,847.14,456.181,393.058,211.086,188.455,63.1203,93.673,54.094,35.7805,45.7249,15.8372,8.34524,3.1975,6.86972,8.35487,7.61168,15.6541,9.39155,5.73396,0.0,0.0,0.0,300,ele,9,1,2322.37,15.8372
19,185.136,104.022,407.798,679.829,1394.87,2004.96,2462.29,2613.75,3090.22,2428.54,2833.62,2031.86,1779.25,1452.65,1154.57,862.487,752.915,443.64,492.571,247.544,206.439,142.931,104.773,55.9384,40.9227,36.4821,24.1278,14.1723,13.3017,6.86978,4.8781,4.49689,16.5984,7.78297,8.79587,9.53576,7.69568,0.886941,0.0,1.00348,300,ele,9,5,3090.22,16.5984
20,389.692,362.258,753.668,1059.26,1805.38,2044.62,2112.96,2192.18,2753.4,2074.09,2237.07,1762.77,1733.08,1168.23,1085.53,900.022,692.001,666.777,586.039,506.061,369.999,225.737,122.813,74.9984,103.451,91.6385,44.3088,41.7729,23.381,6.73386,4.84617,4.47534,14.8967,5.52202,6.83095,7.01421,1.81254,2.03868,0.0,0.0,300,ele,9,1,2753.4,23.381
21,329.783,59.2987,215.791,476.197,1029.11,1406.47,1977.6,2075.21,2679.89,2016.92,2310.77,1943.22,2317.09,1621.54,1778.28,1572.72,1131.63,819.961,692.824,435.291,388.932,311.57,157.078,107.06,150.476,64.7492,85.6992,20.9317,21.5777,3.35191,1.9735,4.22359,17.0966,2.74724,6.2559,4.07771,3.2235,1.09473,0.0,0.0,300,ele,9,1,2679.89,21.5777
22,272.105,131.31,384.32,678.337,1119.75,1534.09,1887.98,2333.71,2821.94,2778.01,2463.39,2068.82,2139.56,1470.05,1503.14,1022.19,982.414,605.31,585.861,346.76,336.956,208.18,112.646,110.771,104.444,63.2905,73.8211,59.0427,2.30041,8.68164,2.12106,1.38759,3.81741,6.61459,7.59672,9.50322,6.74997,0.0,0.0,0.0,300,ele,9,8,2821.94,9.50322
23,123.25,79.3597,200.679,423.88,971.626,1348.19,1840.2,2069.06,2443.18,2123.11,2687.79,2152.83,2226.99,1684.88,2090.98,1372.85,1033.77,668.093,826.446,415.726,282.381,231.766,180.249,84.2223,109.617,59.162,27.2804,39.4826,18.3068,4.64233,3.73832,0.484771,6.61748,5.76273,13.8857,17.366,2.43718,1.16156,0.0,0.0,300,ele,11,1,2687.79,18.3068
24,122.976,58.2241,164.188,324.957,743.505,1004.22,1026.47,1341.81,1579.39,1551.75,2029.85,1939.19,2510.09,2073.29,2447.92,1523.51,1532.99,1290.22,1187.7,802.826,800.173,426.363,248.551,221.792,164.568,155.367,123.85,29.9418,24.3318,7.29205,11.9191,2.34868,3.59995,4.89312,5.65499,6.75246,4.87619,0.0,0.0,0.0,300,ele,13,1,2510.09,24.3318
25,334.551,125.1,365.124,585.296,1013.35,1328.26,1829.55,1763.48,2438.29,2030.08,2493.28,2164.06,2716.41,1746.06,1955.82,1298.1,1284.45,824.908,904.726,549.861,337.184,261.63,205.895,115.12,107.639,71.6487,56.4396,26.2344,30.3113,5.59119,2.14135,6.43551,14.6002,6.20304,8.20541,11.7274,2.84534,1.09931,0.0,0.0,300,ele,13,1,2716.41,30.3113
26,127.98,23.4854,85.8693,252.777,516.676,729.716,1004.25,1448.2,1996.28,1972.64,2527.17,2149.24,2651.81,1964.28,2216.88,1495.72,1442.61,1069.31,986.836,592.628,429.261,311.805,281.226,157.852,188.334,89.5356,108.431,53.7841,21.9118,5.63271,13.8396,0.98609,12.0397,8.0759,10.8377,15.33,2.5455,1.1768,0.699373,0.772975,300,ele,13,1,2651.81,21.9118
27,273.514,160.668,448.225,706.47,1131.02,1635.3,1771.33,1775.67,2274.1,1883.88,2178.25,1947.98,2150.91,1679.82,1748.33,1239.47,1159.58,887.501,715.055,454.067,419.808,218.816,194.226,131.916,104.852,63.4272,72.1033,48.1387,16.3437,1.64006,1.5284,6.07923,12.2729,3.34863,7.0291,4.06014,3.33381,0.932125,0.0,0.0,300,ele,9,1,2274.1,16.3437
28,396.871,157.525,525.96,808.871,1438.27,2061.42,2404.63,2510.6,3119.14,2140.96,2430.06,1877.04,1735.86,1124.75,1214.31,770.209,815.599,566.729,561.658,298.569,244.851,210.589,140.812,108.8,106.418,75.3847,73.5491,50.4228,26.0657,4.94479,10.5892,0.584989,11.7078,5.57571,13.821,6.97205,4.09329,0.97169,0.0,0.0,300,ele,9,1,3119.14,26.0657
29,107.575,54.0791,126.39,360.605,799.666,1143.74,1602.36,1615.98,2210.08,2083.06,2437.0,2378.59,2374.68,1727.12,1778.23,1407.27,1312.65,925.305,896.314,470.317,434.085,374.067,156.257,150.233,168.906,105.186,59.2413,31.5556,27.903,4.13142,1.92263,10.4875,12.2078,8.00915,10.3997,6.62743,2.7287,0.953512,0.0,0.0,300,ele,11,1,2437.0,27.903
30,72.0277,172.422,378.415,586.175,971.849,1499.2,1638.02,2247.11,2377.33,2029.56,2374.15,2007.84,2201.66,1706.25,1759.7,1298.45,1143.27,760.578,705.986,500.693,400.188,239.714,213.901,151.417,164.391,78.7699,52.5591,45.4556,19.2611,12.9218,2.23392,5.12603,20.1138,5.59183,10.0041,9.02269,8.04262,1.36574,0.0,0.986574,300,ele,9,5,2377.33,20.1138
31,55.337,91.9296,302.409,603.848,976.578,1604.97,1693.51,1879.27,2798.0,2068.36,2148.82,1871.86,1688.48,1220.63,1180.56,871.165,833.935,467.709,553.177,337.906,223.985,221.209,90.2148,63.0457,106.707,37.1626,36.4221,24.223,26.1339,81.2662,24.1254,39.5356,97.6407,30.2583,32.6245,21.0933,14.1003,0.483541,0.0,0.0,300,ele,9,5,2798.0,97.6407
32,238.209,57.8041,170.948,369.772,717.518,1108.18,1331.99,1463.84,1798.16,1539.14,1843.55,1570.84,1828.68,1587.68,1911.08,1558.01,1575.53,1202.64,1267.67,868.359,678.171,470.073,396.773,250.92,213.902,203.85,125.252,65.089,38.531,10.2054,12.5486,20.1561,13.7804,8.76593,4.89487,6.64668,5.63248,0.878177,0.0,0.395184,300,ele,15,1,1911.08,38.531
33,203.395,115.902,324.351,399.038,686.754,811.24,970.065,935.889,1071.82,959.335,1254.27,1373.6,1707.36,1737.8,2126.37,1873.6,2051.3,1560.44,1742.3,1131.71,1041.31,835.721,637.737,407.261,381.597,226.63,231.085,126.131,50.0759,7.9806,4.69231,0.0,6.77096,9.28546,13.0978,13.473,3.77121,0.0,0.0,0.514812,300,ele,15,1,2126.37,50.0759
34,45.1999,254.798,672.476,983.203,1517.91,1814.3,2171.38,2000.11,2466.28,2160.22,2564.74,1885.58,1755.65,1428.81,1203.51,816.51,815.915,546.091,627.066,347.258,307.415,177.606,143.399,85.3114,102.571,46.188,48.8501,17.1437,13.073,12.5174,2.82178,1.28937,12.5398,5.21672,9.27366,11.3309,1.92863,1.08865,0.0,0.0,300,ele,11,1,2564.74,13.073
35,376.768,286.887,645.254,977.616,1817.59,2288.05,2619.4,2239.62,2585.83,2307.99,2378.68,1759.27,1799.98,1362.93,1294.7,771.593,754.905,494.829,527.464,380.775,280.865,215.583,136.492,113.751,78.8238,36.2982,33.1773,28.3603,21.3222,9.98918,2.62034,0.338195,6.40246,3.39404,11.5132,5.53798,4.32488,0.924445,0.0,0.0,300,ele,7,1,2619.4,21.3222
36,111.557,213.776,674.117,1185.99,1741.96,2146.37,2533.28,2502.98,3005.6,2386.45,2423.9,1847.72,1906.75,1146.93,1296.16,791.683,661.924,397.189,361.504,256.514,156.37,91.6883,81.4648,54.2939,64.6055,27.9311,37.2867,6.83983,7.96023,6.02617,0.0,1.08651,7.95486,9.4247,13.2288,9.56495,3.77518,0.0,0.0,0.0,300,ele,9,7,3005.6,13.2288
37,282.435,462.997,1010.48,1274.41,2044.5,2786.9,2804.29,2634.41,2659.87,2203.91,2230.33,1702.33,1489.07,976.316,895.129,498.783,487.324,316.884,348.492,280.441,156.414,110.587,92.4211,62.754,33.0408,22.8517,34.6299,12.8728,7.21823,3.96726,1.91349,2.24338,13.6052,8.62689,8.8936,5.55426,10.5988,1.58998,0.0,0.0,300,ele,7,5,2804.29,13.6052
38,316.398,247.709,259.368,495.516,945.079,1467.79,2088.27,2438.79,2941.74,2118.69,2606.93,2346.75,2103.2,1473.51,1499.67,979.084,903.113,659.16,580.135,408.244,324.434,185.624,108.418,85.5239,113.817,41.8553,72.2701,16.1918,3.65368,0.950594,3.23509,0.773473,4.09217,2.19033,13.9498,8.83654,3.38625,0.0,0.0,0.0,300,ele,9,7,2941.74,13.9498
39,251.924,96.4567,136.913,392.032,779.557,912.698,1107.3,1055.75,1395.46,1145.16,1018.13,898.526,1137.94,1172.3,1486.38,1556.35,1586.27,1493.18,1622.02,1419.1,1147.13,994.195,857.951,562.382,669.423,418.363,379.742,205.819,81.8702,17.4093,11.7133,6.0099,13.5162,4.13767,6.70624,4.43781,4.80507,1.0446,0.0,1.24543,300,ele,19,1,1622.02,81.8702
40,136.804,332.775,622.744,1078.17,1552.55,2079.86,2384.26,2256.38,2843.67,2189.44,2471.67,1730.79,2069.39,1446.47,1460.37,767.35,851.799,436.381,371.154,223.104,261.316,151.125,104.698,68.7964,67.9678,36.1341,23.1032,26.9137,5.37878,3.17017,0.371292,0.0,5.60122,8.79153,14.1026,11.5434,6.40407,0.0,0.0,0.0,300,ele,9,7,2843.67,14.1026
41,337.092,96.4583,306.703,582.803,992.84,1526.44,1898.26,2144.28,2869.53,2260.53,2621.09,2081.95,2176.04,1603.76,1508.12,1068.59,905.392,584.065,573.059,361.988,317.242,170.061,104.486,96.5385,99.2507,43.1408,37.2892,15.5634,16.8603,6.885,0.743238,4.77896,16.1977,6.62173,5.09021,19.3334,6.6723,0.927732,0.0,0.0,300,ele,9,8,2869.53,19.3334
42,410.549,216.618,555.208,862.787,1497.25,1954.49,2097.34,2218.79,2560.33,2063.92,2202.38,1759.17,1766.29,1100.69,1098.69,720.13,737.623,501.846,401.899,190.495,142.305,67.874,63.7686,30.3062,38.2611,36.5178,12.6404,18.0503,7.49023,2.58085,1.34733,2.95544,15.8875,3.18496,8.05185,5.98083,3.99356,0.891775,0.0,0.0,300,ele,9,5,2560.33,15.8875
43,274.794,100.989,289.92,585.991,1020.06,1651.43,1885.07,2123.59,2638.18,2073.24,2756.11,2217.23,2212.41,1534.46,1748.0,1054.0,919.896,674.927,559.885,360.821,235.707,171.433,134.741,94.5809,57.1689,36.4863,61.3692,20.0816,20.4252,11.6338,4.32722,4.29115,13.8797,5.78238,10.8575,4.80745,3.81135,1.02783,0.0,1.24606,300,ele,11,1,2756.11,20.4252
44,131.022,1.38397,1.04875,2.50983,0.799681,1.18027,0.885327,1.42065,2.05844,0.837299,1.12016,1.25464,1.17641,1.71868,1.80059,4.53333,4.50756,1.33243,1.78407,1.23861,0.864818,1.93781,4.98613,1.96048,2.35503,1.72465,4.47789,9.89986,2.94611,2.96287,0.0,4.85734,16.678,7.83312,8.93822,16.6454,16.5031,2.29025,0.0,2.61169,300,ele,1,5,131.022,16.678
45,88.26,233.25,509.568,758.546,1153.24,1685.97,2058.24,2393.15,2866.3,2130.67,2874.48,2055.76,2015.8,1535.37,1332.66,999.618,871.761,643.871,551.855,290.903,247.253,136.5,101.91,51.6306,54.6179,27.4461,34.2434,4.12546,9.09993,14.0446,2.8284,0.0,8.88039,3.29272,11.6091,8.23215,12.1357,0.0,0.0,0.0,300,ele,11,2,2874.48,14.0446
46,133.571,44.7101,166.015,372.488,535.865,857.545,996.959,1315.17,1730.3,1632.72,2203.8,2037.79,2065.29,1913.76,1890.72,1575.8,1389.88,1016.26,1123.87,791.656,785.132,553.863,443.402,291.969,293.277,252.842,238.375,206.52,49.2634,40.3421,9.40207,4.90732,16.9488,9.10431,13.0349,7.9854,2.26976,1.09311,0.0,0.0,300,ele,11,1,2203.8,49.2634
47,222.436,378.785,907.616,1436.03,2078.67,2402.02,2817.28,2603.86,2907.79,2099.71,2244.78,1538.35,1328.65,1094.11,883.657,585.887,455.537,306.499,244.315,166.821,134.243,74.1177,58.8951,38.0586,43.3616,15.6169,28.7603,6.64886,5.99894,5.36108,1.76263,1.15722,7.7226,9.01399,13.602,7.31391,4.27247,0.0,0.0,0.518484,300,ele,9,7,2907.79,13.602
48,251.665,181.818,362.299,654.861,1201.68,1848.83,2119.43,2388.16,2587.12,2231.76,2497.5,2125.82,2194.77,1602.78,1320.18,909.057,928.484,499.713,530.822,412.164,217.825,180.135,101.871,88.7859,72.2403,52.5047,32.8464,29.9924,18.4674,3.61998,0.0,4.53794,14.9262,1.90603,7.0711,4.42233,5.27252,0.998084,0.0,1.41972,300,ele,9,1,2587.12,18.4674
49,36.5186,123.835,363.131,517.239,912.183,1185.75,1950.09,2000.88,2598.13,2482.39,2831.25,2124.74,2346.9,1514.4,1462.21,1088.67,913.807,653.761,514.598,322.261,259.57,176.378,156.845,72.9667,90.6193,37.7313,18.7067,18.81,31.9345,11.04,10.0551,4.7367,5.56166,9.00856,5.50218,5.11068,8.09442,1.04705,0.0,0.467435,300,ele,11,1,2831.25,31.9345
50,27.3291,153.57,359.167,601.847,1099.87,1687.53,1978.43,2129.44,2695.79,2478.12,2667.25,2126.1,2413.12,1435.65,1474.91,1082.16,911.438,617.48,534.437,406.925,340.201,207.006,117.232,97.2628,99.837,45.6313,57.5854,26.1235,20.6297,4.51192,7.17779,0.811379,4.28555,7.00718,6.14847,4.58699,5.33207,0.0,0.0,0.0,300,ele,9,1,2695.79,20.6297
51,272.048,269.886,635.886,956.468,1440.93,2010.41,2219.77,2474.51,2795.79,2163.92,2410.17,1974.13,2006.27,1348.19,1435.42,935.541,825.599,592.1,496.832,332.437,172.644,122.276,121.656,58.0519,60.7539,45.9736,39.2208,29.979,30.8304,5.22315,0.0,4.66187,15.6533,7.71866,3.46624,9.29611,14.3664,1.15748,0.0,0.0,300,ele,9,1,2795.79,30.8304
52,80.1442,142.452,270.084,612.419,1212.66,1614.2,2006.48,2332.48,2628.09,2490.13,2386.26,1919.19,2013.67,1279.87,1474.18,1001.53,989.511,643.66,717.509,414.641,363.856,267.293,164.413,148.892,117.195,106.531,61.6052,15.3719,30.3456,4.69128,0.0,3.51792,6.73326,9.17919,3.15205,6.91554,34.6937,1.07932,0.0,0.327799,300,ele,9,9,2628.09,34.6937
53,81.9832,196.948,387.329,596.72,1142.76,1395.22,1587.91,1759.34,2036.79,1691.37,1771.61,1314.04,1434.94,1105.31,1094.95,561.902,775.706,465.626,427.42,280.194,207.962,119.48,72.9774,53.0297,43.5191,56.984,44.5933,14.1012,4.21397,3.16687,1.80284,2.83117,14.2187,3.28832,6.87934,4.6497,2.16505,1.08893,0.0,1.08075,300,ele,9,5,2036.79,14.2187
54,29.4144,82.0612,277.113,558.7,1232.15,2093.79,1999.65,2476.07,2804.2,2225.14,2681.58,1895.81,1852.28,1399.87,1492.18,967.412,808.626,606.328,574.989,375.304,300.903,170.912,120.181,67.6513,80.0479,52.6064,33.7843,42.5933,50.7116,4.14124,1.25687,5.78227,8.80843,8.45265,4.50572,7.41999,3.64317,1.09811,0.0,0.0,300,ele,9,1,2804.2,50.7116
55,120.438,170.086,530.763,998.979,1570.39,2063.88,2091.68,2254.8,2713.98,2089.6,2456.43,2028.64,1955.98,1376.23,1439.14,969.461,753.523,514.716,463.167,348.116,240.732,137.754,113.542,92.8807,104.387,55.0381,36.6441,30.0083,3.33912,2.9374,0.81362,0.0,5.10319,5.67457,6.21177,11.3448,3.44595,0.0,0.0,0.0,300,ele,9,8,2713.98,11.3448
56,76.8679,94.8826,189.255,270.049,564.193,942.071,1168.39,1580.34,2251.22,2032.48,2284.1,2079.6,2608.25,1707.1,1729.25,1515.05,1356.18,1055.88,1158.06,782.373,692.729,362.54,337.32,254.032,205.638,89.9717,89.3301,57.2779,63.4682,6.34229,2.8559,2.54051,7.24102,5.36279,6.24318,2.51056,4.35773,0.0,0.0,0.0,300,ele,13,1,2608.25,63.4682
57,262.484,70.9049,282.034,570.737,1188.1,1729.4,2156.99,2224.55,2644.54,1971.21,2571.58,1739.72,1819.76,1424.64,1484.29,1076.91,1001.1,680.378,818.087,494.587,389.056,276.093,242.632,133.092,163.879,77.6124,81.5758,62.5164,32.5437,5.62855,1.74383,5.05621,9.82362,7.01869,5.84937,3.71825,2.9894,1.18666,0.0,0.891106,300,ele,9,1,2644.54,32.5437
58,46.1786,85.6628,198.409,338.209,669.626,1048.4,1491.43,1385.78,1997.28,1854.18,2160.28,1979.28,2224.01,1685.15,1749.02,1414.61,1498.41,1192.29,1162.33,898.059,630.603,508.561,406.406,286.202,262.398,178.813,126.129,51.184,42.0923,20.1025,8.82937,0.547004,9.93438,6.07407,12.4637,8.55727,3.76805,1.12078,0.0,0.551242,300,ele,13,1,2224.01,42.0923
59,38.4013,82.9823,173.938,267.722,516.016,728.352,964.846,1237.76,1867.81,1715.98,2591.69,2145.09,2914.85,2155.48,2409.99,1828.62,1576.86,1147.63,1014.41,634.029,574.289,274.952,227.158,103.714,121.008,77.1871,80.0434,56.1922,9.89336,12.6617,0.803571,5.52183,14.9865,3.89959,6.56077,4.10435,4.03635,0.865699,0.0,0.0,300,ele,13,5,2914.85,14.9865
60,24.7973,75.1526,216.779,348.954,782.419,1299.46,1559.81,1937.63,2352.49,2065.57,2580.52,2014.27,2372.84,1790.15,1784.61,1444.82,1301.15,951.863,792.472,503.156,458.53,246.811,228.552,94.2764,99.3202,81.3289,84.5467,33.8615,12.8998,15.3541,6.87162,0.0,5.64723,6.37287,5.19966,5.97373,4.33192,0.0,0.0,0.0,300,ele,11,2,2580.52,15.3541
61,382.034,116.59,460.563,691.706,1331.52,1722.73,1799.88,2116.75,2607.94,2113.21,2609.57,1808.59,2121.26,1601.65,1682.58,1020.19,973.993,697.539,502.234,480.687,321.205,240.801,149.251,122.807,118.653,67.2282,56.058,20.5684,14.0396,0.880347,1.6584,5.47994,13.6323,8.25996,5.24201,6.43635,6.97988,1.00774,0.0,0.358846,300,ele,11,1,2609.57,14.0396
62,93.9282,221.783,515.951,711.328,1050.14,1456.06,1629.43,1952.22,2543.01,2324.82,2573.87,2254.76,2331.72,1681.52,1627.52,1138.68,941.402,684.676,604.247,423.178,311.915,163.245,170.709,76.7297,87.7204,33.5851,48.7132,10.2534,6.56951,2.40545,0.0,13.6012,13.4318,2.56998,7.35377,6.54082,5.11191,1.01601,0.0,0.0,300,ele,11,4,2573.87,13.6012
63,392.011,300.214,621.7,913.814,1531.99,1628.83,2005.2,2024.92,2575.29,2092.74,2344.87,2004.68,2125.48,1617.52,1657.26,1046.27,1046.24,630.672,532.346,356.843,296.021,125.524,128.622,53.0492,100.193,64.0767,48.9103,31.959,19.032,11.1823,2.60397,3.67302,16.092,4.90137,7.74883,3.49174,2.35624,1.11083,0.0,0.0,300,ele,9,1,2575.29,19.032
64,246.411,123.575,332.351,556.858,989.557,1316.36,1679.85,2026.59,2498.18,2330.18,2715.71,2240.6,2750.93,1538.89,1695.51,1125.5,924.379,622.495,664.771,454.387,326.94,231.228,145.7,94.3442,78.7656,67.4546,49.844,24.1033,37.8517,2.97438,14.9507,6.20339,7.00321,6.12164,4.15446,14.5157,3.25163,1.13056,0.0,0.0,300,ele,13,1,2750.93,37.8517
65,257.874,63.7892,129.15,167.615,339.57,616.14,916.56,1420.39,2084.17,1780.36,2334.56,2304.06,2652.95,1999.05,2168.17,1600.4,1562.54,1219.96,1188.82,655.639,633.079,483.682,464.572,214.235,216.728,158.126,107.224,91.6075,41.8497,28.5406,6.64563,0.902843,3.08464,3.87218,13.6382,9.74888,4.28785,0.0,0.0,0.0,300,ele,13,1,2652.95,41.8497
66,323.124,85.8348,433.951,417.967,1030.42,1470.73,2061.99,2446.83,2954.84,2482.62,2664.54,2023.14,2208.0,1499.29,1402.28,935.685,870.025,593.157,480.561,319.691,271.091,157.15,107.576,78.2228,91.7574,49.0929,77.3264,25.7889,18.2879,9.31809,1.96894,0.0,6.36439,5.76055,5.57934,5.14098,5.47375,0.474079,0.0,0.0,300,ele,9,1,2954.84,18.2879
67,55.9287,181.673,457.492,759.7,1404.02,1744.71,2059.58,2487.24,2659.0,2129.36,2582.67,2104.28,2176.41,1439.6,1307.57,789.842,822.228,623.994,435.334,342.797,289.351,167.722,134.762,86.9524,102.017,30.3184,64.2747,22.0232,14.5914,10.2444,2.9647,3.6774,13.5647,7.80677,11.9832,9.5203,5.07325,1.13368,0.0,1.05343,300,ele,9,1,2659.0,14.5914
68,116.822,167.776,505.581,910.92,1484.06,1907.32,2465.49,2685.71,2838.19,2371.63,2706.36,2007.93,2162.3,1224.87,1294.78,780.998,739.45,505.562,442.531,304.504,202.948,99.5323,76.263,41.8446,105.696,25.4879,18.5215,10.5622,11.9521,6.36324,1.92892,0.0,6.23953,8.28395,11.9717,6.73623,3.29979,0.0,0.0,0.0,300,ele,9,7,2838.19,11.9717
69,34.8403,59.5494,214.462,468.018,918.237,1461.37,1865.27,2283.29,2806.3,2464.86,2967.36,2243.4,2298.17,1733.6,1686.11,1097.48,947.552,601.849,661.393,438.263,323.858,225.157,146.482,109.067,93.1488,42.8039,61.1592,34.3518,22.3746,11.8425,0.0,4.39667,8.18122,7.9701,3.29878,10.0137,5.11791,0.749717,0.0,0.846328,300,ele,11,1,2967.36,22.3746
70,369.775,39.9909,146.734,301.806,646.085,881.926,1328.71,1695.47,2085.5,2125.43,2300.78,2327.71,2456.64,1883.87,1917.38,1545.81,1365.8,901.629,804.928,582.451,457.788,350.438,236.052,121.462,120.995,108.212,59.785,53.3747,23.1053,4.7124,0.963626,2.68088,16.9727,3.48206,6.16916,11.3768,2.71892,0.921392,0.0,0.38281,300,ele,13,1,2456.64,23.1053
71,41.6416,107.94,305.486,502.648,1159.26,1531.73,1802.7,2171.34,2688.02,2295.03,2533.38,2256.14,2032.82,1697.4,1623.39,1160.28,888.884,506.469,656.85,370.62,284.374,202.739,154.236,96.3998,62.4517,89.5953,22.7648,19.3569,15.8174,3.44622,1.99637,7.88343,12.4214,10.5771,15.1254,17.9525,3.483,1.90232,0.0,0.381986,300,ele,9,8,2688.02,17.9525
72,295.09,136.937,364.775,603.387,830.118,1234.74,1461.44,1909.53,2250.24,1983.95,2268.07,2127.09,2416.53,1864.28,2123.6,1534.45,1369.25,868.314,865.284,542.635,348.232,193.378,181.987,60.8444,90.0198,54.2527,46.986,31.9503,15.2452,8.09542,5.6925,3.21647,10.9785,7.33526,9.64933,4.22531,5.42275,1.20242,0.0,0.822992,300,ele,13,1,2416.53,15.2452
73,277.715,36.792,138.552,306.149,623.315,1062.02,1224.26,1716.35,2333.2,2252.54,2621.4,2311.62,2494.86,2041.05,1990.42,1662.12,1310.58,883.515,1022.39,509.688,463.666,273.476,262.351,112.119,148.924,80.7376,94.143,34.5114,30.1309,2.53062,2.40914,4.03448,8.38888,7.77525,3.38589,4.80633,4.29478,1.09969,0.0,0.279695,300,ele,11,1,2621.4,30.1309
74,299.45,100.937,284.215,525.165,1028.5,1297.03,1749.29,2033.54,2657.41,2321.86,2608.32,2270.22,2287.96,1630.8,1683.92,1067.71,1024.37,688.786,581.323,426.822,283.31,187.156,149.665,92.1392,85.8139,74.4256,37.502,37.2113,17.17,3.92799,2.86506,0.473378,7.39783,8.69294,5.84433,13.5952,8.45248,0.0,0.0,0.0,300,ele,9,1,2657.41,17.17
75,336.956,106.281,253.533,439.7,880.011,1144.67,1484.15,2023.46,2432.82,2305.9,2602.99,2241.9,2476.08,1584.32,1877.36,1426.14,1139.39,876.231,799.396,479.959,374.116,162.502,271.102,100.186,144.657,43.9229,44.1364,27.547,34.7959,4.28981,5.61342,3.59741,14.811,5.76101,7.57097,4.10735,1.19574,0.702019,0.0,0.0,300,ele,11,1,2602.99,34.7959
76,216.645,175.128,447.471,840.203,1679.5,2029.46,2342.71,2488.66,2782.96,2287.72,2479.67,1794.34,1963.2,1271.21,1311.95,873.624,808.439,498.535,533.996,308.244,230.735,158.195,174.515,89.738,79.0898,36.7955,27.1447,14.2818,11.5504,3.81541,4.36711,4.34289,4.11988,7.0937,4.49079,5.93559,4.72827,1.14022,0.0,0.327503,300,ele,9,1,2782.96,11.5504
