 ,Layer,Module,Chip,Channel,Energy
96,12,83,2,34,13.513
97,12,83,2,38,1.27848
98,12,83,2,24,1.77773
99,12,83,2,26,1.02498
100,12,83,3,36,2.2805
101,12,83,3,32,5.6155
102,12,83,2,22,1.72689
103,12,83,2,28,3.23701
104,12,83,3,38,11.7801
105,12,83,3,18,11.5191
106,12,83,0,44,0.91125
107,12,83,3,52,2.39121
108,12,83,3,54,5.30301
109,12,83,3,24,1.34878
110,12,83,3,56,1.90333
111,12,83,3,16,2.78955
112,12,83,3,58,1.4004
113,12,83,3,0,2.90962
114,12,83,1,46,3.23853
115,12,83,1,28,5.08941
116,12,83,1,30,3.4231
117,13,70,0,22,1.48168
118,13,70,2,34,3.6096
119,13,70,1,44,3.3197
120,13,70,2,32,2.25225
121,13,70,1,36,1.39203
122,13,70,0,14,1.34316
123,13,70,0,2,1.50754
124,13,70,1,38,1.1234
125,13,70,1,54,0.949715
126,13,70,0,8,1.1647
127,13,70,1,56,3.43203
128,13,70,1,52,6.70761
129,13,70,1,46,3.02207
130,13,70,1,58,3.88893
131,13,70,1,14,3.04176
132,13,70,2,26,2.35916
133,13,70,2,52,11.2089
134,14,73,0,22,1.31956
135,14,73,3,34,5.80947
136,14,73,0,28,1.26698
137,14,73,3,32,0.936604
138,14,73,2,28,1.03318
139,14,73,3,18,1.19851
140,14,73,3,52,3.69525
141,14,73,3,54,3.08038
142,14,73,3,40,4.12701
143,14,73,3,58,5.56232
144,14,73,2,32,1.83579
145,14,73,0,26,8.71646
146,15,86,2,36,0.886508
147,15,86,2,60,2.3026
148,15,86,0,18,10.9149
149,15,86,2,40,4.53981
150,15,86,1,36,6.99146
151,15,86,1,54,1.06563
152,15,86,0,8,0.833606
153,15,86,1,52,1.07795
154,15,86,0,12,1.15754
155,15,86,1,2,6.0131
156,15,86,1,62,4.88811
157,15,86,2,22,0.750821
158,15,86,0,36,3.11889
159,16,87,2,36,1.61574
160,16,87,2,58,2.5586
161,16,87,2,56,9.45553
162,16,87,3,32,1.05386
163,16,87,2,28,1.13551
164,16,87,3,18,0.888201
165,16,87,0,44,3.73964
166,16,87,2,18,7.64656
167,16,87,3,54,0.810044
168,16,87,2,8,1.29107
169,16,87,3,44,0.674932
170,16,87,3,56,2.78679
171,16,87,3,16,2.09476
172,16,87,0,14,1.28906
173,17,82,2,38,1.16277
174,17,82,1,44,1.59187
175,17,82,1,38,1.27953
176,17,82,1,54,3.45875
177,17,82,0,8,0.82741
178,17,82,0,58,1.56306
179,17,82,1,52,6.90099
180,17,82,1,2,0.81008
181,17,82,3,26,1.92327
182,17,82,2,56,6.25223
183,17,82,2,0,2.98441
184,18,72,2,24,0.393674
185,18,72,2,28,1.09723
186,18,72,3,18,1.34227
187,18,72,2,18,2.01532
188,18,72,3,42,2.18469
189,18,72,3,54,0.85731
190,18,72,3,14,2.25619
191,18,72,2,8,3.80068
192,18,72,3,44,1.38888
193,18,72,0,4,3.1321
194,18,72,0,0,2.60649
195,18,72,1,36,10.5805
196,19,67,0,14,1.06467
197,19,67,1,38,0.876214
198,19,67,1,54,2.14779
199,19,67,1,48,0.900776
200,19,67,1,2,3.35878
201,19,67,1,0,4.68395
202,19,67,1,24,0.884391
203,19,67,3,58,1.8356
204,19,67,3,8,9.82282
205,19,67,3,24,12.4517
206,19,67,3,26,3.66107
207,19,67,0,44,12.1968
208,20,65,3,32,2.75503
209,20,65,2,28,0.992914
210,20,65,3,38,4.12568
211,20,65,3,14,1.67931
212,20,65,3,24,1.96883
213,20,65,3,56,1.17609
214,20,65,3,50,4.10327
215,20,65,3,58,9.12673
216,20,65,3,62,4.44599
217,21,35,2,58,2.67803
218,21,35,1,38,1.21404
219,21,35,1,48,0.984754
220,21,35,1,20,1.29606
221,21,35,1,14,3.15851
222,22,36,3,32,0.874663
223,22,36,2,22,0.900058
224,22,36,2,28,2.42604
225,22,36,3,14,1.7343
226,22,36,3,50,1.46496
227,23,44,1,42,1.0662
228,23,44,1,48,0.914283
229,23,44,1,62,6.19077
230,23,44,1,18,2.45705
231,24,51,2,22,1.05143
232,24,51,3,38,0.834375
233,24,51,3,14,0.787109
234,24,51,3,44,1.18929
235,24,51,3,62,1.20274
236,24,51,3,2,6.16359
237,25,142,1,40,0.873797
238,25,142,1,50,0.963549
239,25,142,1,18,3.34935
240,25,142,0,44,1.3281
241,26,143,3,32,11.9377
242,26,143,2,22,1.95343
243,26,143,3,18,0.934676
244,26,143,2,20,0.832529
245,26,143,3,54,2.41775
246,26,143,3,8,0.643454
247,27,145,0,60,0.571443
248,27,145,1,40,0.779846
249,27,145,1,50,0.92288
250,27,145,3,50,0.482484
251,27,145,3,6,0.432299
252,27,145,0,44,0.996787
253,27,145,3,48,0.325203
254,28,144,2,30,0.587217
255,28,144,2,0,0.47651
256,28,144,2,2,0.458852
257,28,144,2,22,1.33069
258,28,144,2,18,0.401
259,29,96,3,26,1.0685
260,29,98,0,44,1.33097
261,29,101,3,46,1.76652
262,29,115,1,46,0.898164
263,29,40,2,58,1.51193
264,29,40,2,20,1.58457
265,29,40,2,18,2.74244
266,29,40,1,6,1.1554
267,29,40,0,2,0.712951
268,29,105,1,58,0.811676
269,29,105,2,56,0.789038
270,29,101,3,48,1.58372
271,30,106,3,24,0.717706
272,30,122,1,0,1.51649
273,30,104,2,2,13.7018
274,30,113,3,28,0.951297
275,31,94,1,28,0.46553
276,31,97,3,28,1.15969
277,31,99,1,0,1.10453
278,31,121,0,44,0.872626
279,31,114,2,44,12.7092
280,32,109,0,44,1.03399
281,32,109,3,28,1.15857
282,32,124,1,56,0.952888
283,32,108,1,6,1.35462
284,32,108,1,12,1.50062
285,32,108,1,42,1.3827
286,32,107,3,28,0.828123
287,32,108,1,26,15.1333
288,33,136,0,44,2.16164
289,33,137,0,44,3.89992
290,33,141,1,42,0.868712
291,33,147,0,48,0.500602
292,33,147,2,20,0.675468
293,33,147,0,44,1.00475
294,33,147,2,40,0.400003
295,33,147,2,54,0.443611
296,33,138,0,44,2.3275
297,33,140,3,28,1.12937
298,34,91,1,40,0.892927
299,34,130,0,44,4.01765
300,34,130,1,14,0.596938
301,34,146,2,20,0.634684
302,35,127,3,28,1.09492
303,35,128,0,44,1.01499
304,35,125,0,44,6.8553
305,36,38,1,2,1.0817
306,36,38,0,16,0.664885
307,36,38,1,36,0.431323
308,36,46,0,44,1.15664
309,37,55,2,48,0.516288
310,37,55,2,22,0.326774
311,37,71,0,44,2.34087
312,37,64,3,54,0.47921
313,37,63,2,20,0.506567
314,37,66,3,12,0.355331
315,38,62,0,44,1.08577
