,Layer1,Layer2,Layer3,Layer4,Layer5,Layer6,Layer7,Layer8,Layer9,Layer10,Layer11,Layer12,Layer13,Layer14,Layer15,Layer16,Layer17,Layer18,Layer19,Layer20,Layer21,Layer22,Layer23,Layer24,Layer25,Layer26,Layer27,Layer28,Layer29,Layer30,Layer31,Layer32,Layer33,Layer34,Layer35,Layer36,Layer37,Layer38,Layer39,Layer40,Beam Energy,Particle
71,41.6416,107.94,305.486,502.648,1159.26,1531.73,1802.7,2171.34,2688.02,2295.03,2533.38,2256.14,2032.82,1697.4,1623.39,1160.28,888.884,506.469,656.85,370.62,284.374,202.739,154.236,96.3998,62.4517,89.5953,22.7648,19.3569,15.8174,3.44622,1.99637,7.88343,12.4214,10.5771,15.1254,17.9525,3.483,1.90232,0.0,0.381986,H,ele
72,295.09,136.937,364.775,603.387,830.118,1234.74,1461.44,1909.53,2250.24,1983.95,2268.07,2127.09,2416.53,1864.28,2123.6,1534.45,1369.25,868.314,865.284,542.635,348.232,193.378,181.987,60.8444,90.0198,54.2527,46.986,31.9503,15.2452,8.09542,5.6925,3.21647,10.9785,7.33526,9.64933,4.22531,5.42275,1.20242,0.0,0.822992,H,ele
73,277.715,36.792,138.552,306.149,623.315,1062.02,1224.26,1716.35,2333.2,2252.54,2621.4,2311.62,2494.86,2041.05,1990.42,1662.12,1310.58,883.515,1022.39,509.688,463.666,273.476,262.351,112.119,148.924,80.7376,94.143,34.5114,30.1309,2.53062,2.40914,4.03448,8.38888,7.77525,3.38589,4.80633,4.29478,1.09969,0.0,0.279695,H,ele
74,299.45,100.937,284.215,525.165,1028.5,1297.03,1749.29,2033.54,2657.41,2321.86,2608.32,2270.22,2287.96,1630.8,1683.92,1067.71,1024.37,688.786,581.323,426.822,283.31,187.156,149.665,92.1392,85.8139,74.4256,37.502,37.2113,17.17,3.92799,2.86506,0.473378,7.39783,8.69294,5.84433,13.5952,8.45248,0.0,0.0,0.0,H,ele
75,336.956,106.281,253.533,439.7,880.011,1144.67,1484.15,2023.46,2432.82,2305.9,2602.99,2241.9,2476.08,1584.32,1877.36,1426.14,1139.39,876.231,799.396,479.959,374.116,162.502,271.102,100.186,144.657,43.9229,44.1364,27.547,34.7959,4.28981,5.61342,3.59741,14.811,5.76101,7.57097,4.10735,1.19574,0.702019,0.0,0.0,H,ele
76,216.645,175.128,447.471,840.203,1679.5,2029.46,2342.71,2488.66,2782.96,2287.72,2479.67,1794.34,1963.2,1271.21,1311.95,873.624,808.439,498.535,533.996,308.244,230.735,158.195,174.515,89.738,79.0898,36.7955,27.1447,14.2818,11.5504,3.81541,4.36711,4.34289,4.11988,7.0937,4.49079,5.93559,4.72827,1.14022,0.0,0.327503,H,ele
77,110.229,230.288,613.134,873.517,1431.04,1829.71,2015.45,2205.72,3001.85,2154.14,2399.6,2039.63,1959.07,1441.81,1312.34,882.36,681.758,456.407,385.013,295.604,268.886,152.603,84.1348,111.355,62.6149,41.4155,34.1388,17.5715,8.29494,4.83804,0.771214,4.96657,6.36994,7.91925,4.48337,3.56381,5.40762,1.12411,0.0,0.0,H,ele
78,53.5088,145.515,473.847,899.52,1771.14,2081.62,2418.78,2446.21,2923.0,2309.42,2358.95,1853.85,1970.55,1293.88,1095.56,707.186,524.287,426.643,316.186,185.127,177.086,145.94,148.698,54.8356,63.4495,38.2406,37.8065,9.92145,34.4932,4.60242,7.38082,4.03549,3.3015,5.25131,4.3211,5.25013,25.1312,1.06653,0.0,0.0,H,ele
79,274.103,69.4494,302.415,658.748,1233.57,1745.56,2217.09,2224.45,2709.96,2344.53,2667.29,2200.64,2205.53,1441.1,1448.23,1063.1,890.863,683.293,454.01,288.644,286.572,162.97,112.389,79.8917,69.8986,50.0564,25.462,23.3274,13.7033,3.24956,3.30225,2.17655,4.47286,6.64047,4.73733,3.66502,4.84939,0.0,0.0,0.0,H,ele
80,384.857,151.412,335.051,395.429,752.169,1002.15,1210.2,1542.6,2032.52,2003.49,2507.6,2461.43,2422.75,2000.92,2049.29,1434.27,1174.0,861.569,742.232,448.529,322.373,252.755,178.868,132.194,103.125,42.1485,73.7845,32.2271,22.0226,4.95074,0.0,0.0,3.88068,8.45578,15.1191,8.51942,48.7403,0.0,0.0,0.0,H,ele
81,191.983,148.232,383.497,771.554,1529.39,2078.68,2365.3,2316.12,2926.59,2360.87,2697.64,1903.19,1890.03,1509.12,1381.41,964.407,910.724,516.427,534.32,219.279,205.867,163.803,87.5354,104.987,38.7508,27.8904,19.8471,11.1991,12.2882,18.8763,0.0,1.76443,7.2236,4.8014,12.9416,9.82271,3.12575,1.12309,0.0,0.0,H,ele
82,337.828,188.49,431.192,493.061,1031.44,1603.32,1859.5,1981.51,2876.34,2491.12,2591.94,2355.27,2625.26,1671.96,1772.54,1170.85,945.879,603.988,584.774,383.416,235.477,210.773,133.737,108.744,82.1264,8.1428,41.2783,23.2825,8.75786,5.41441,0.0,5.46746,13.2654,6.78314,3.53852,6.90704,3.35939,1.08844,0.0,0.859525,H,ele
83,154.926,148.977,403.8,655.26,1340.33,1569.03,2070.82,2136.76,2514.55,2021.81,2307.84,2080.99,2184.12,1603.06,1589.14,939.829,976.624,605.922,696.216,391.897,313.364,202.839,120.511,55.1529,98.6852,77.5318,67.0168,31.7602,29.981,3.50821,2.19782,13.3019,12.3055,9.40236,3.70507,4.02087,5.6202,1.22352,0.0,1.28219,H,ele
84,30.4949,81.5481,343.656,573.006,965.329,1609.58,1887.54,2157.99,2702.38,2262.32,2424.27,1900.2,1937.78,1483.09,1649.48,1246.4,991.087,679.857,639.562,411.172,440.607,235.058,200.324,97.803,118.785,94.8522,59.9943,36.507,26.6531,9.14565,1.17084,2.56258,9.88417,7.98271,13.4277,8.4765,3.57705,1.51787,0.0,0.0,H,ele
85,139.988,298.565,857.277,1225.45,1808.74,2283.79,2514.14,2355.37,2613.12,1990.4,2156.48,1650.24,1621.25,1112.59,1178.25,615.015,704.218,414.358,399.853,251.441,221.804,134.805,120.542,59.0693,59.2863,40.4991,22.8388,17.9141,7.54025,1.90143,0.0,4.36467,12.9104,5.9212,2.88046,11.1044,4.31428,1.38925,0.0,0.0,H,ele
86,337.121,81.5321,239.965,603.69,1226.59,1786.01,2211.11,2336.7,2888.16,2157.44,2634.18,2033.48,2011.64,1431.82,1508.24,1022.6,857.642,592.407,529.691,297.215,230.353,165.419,83.2373,86.8853,79.9664,26.5874,37.9668,19.5086,16.2955,3.30039,12.1042,0.0,7.30467,3.86605,12.8092,7.99323,4.57411,0.0,0.0,0.0,H,ele
87,406.046,162.117,397.761,657.598,1275.25,1724.89,2086.94,2160.29,2695.84,2330.7,2663.13,2145.78,2251.17,1406.3,1435.17,1023.52,928.803,537.209,457.086,296.89,283.116,131.893,161.103,68.1588,66.6627,29.6827,35.6515,14.1506,27.1203,3.12534,3.90543,0.0,5.88084,8.92698,6.57964,8.20379,11.1169,0.0,0.0,0.0,H,ele
88,268.638,330.868,789.745,1030.88,1685.42,1761.44,1888.18,2042.71,2183.47,1824.42,1928.22,1429.37,1535.41,1138.84,1314.75,1165.13,1119.92,905.788,784.718,621.092,508.25,409.231,338.24,219.824,173.504,149.226,68.4069,61.241,16.5016,13.8763,1.39011,4.09396,6.46375,9.13851,4.32775,4.32904,36.1966,1.06739,0.0,0.352533,H,ele
89,337.637,196.799,476.578,733.06,1282.0,1816.26,2078.07,2368.11,2574.15,2165.53,2510.56,1928.38,2188.41,1385.92,1633.03,907.328,920.646,547.957,622.357,327.534,233.675,173.216,168.92,101.395,78.5215,68.4554,70.5197,25.3177,15.3455,6.66316,0.377278,0.743981,7.39997,6.73945,14.8357,8.88294,3.72204,1.36901,0.0,0.0,H,ele
90,159.509,104.776,418.215,777.487,1206.36,1866.0,2110.46,2338.22,2871.94,2108.9,2305.65,2008.56,1886.91,1666.08,1453.46,1028.59,1036.58,603.309,625.504,367.937,306.331,215.893,136.408,56.6968,94.6509,31.2701,28.0722,7.18134,19.8489,2.8104,3.88141,0.0,5.59421,3.89135,6.26159,7.06883,5.17817,0.0,0.0,0.0,H,ele
91,75.9795,218.892,477.177,813.01,1337.45,2096.56,2031.17,1987.5,2632.77,1968.08,2060.99,1924.85,2220.87,1511.34,1508.89,1236.37,1102.33,648.457,556.768,435.828,369.624,229.366,224.193,105.277,125.583,69.5332,37.6327,34.6784,19.9838,3.70448,8.97593,3.50788,12.7024,8.17013,9.86934,5.06647,2.94862,1.06712,0.0,0.0,H,ele
92,346.701,266.525,643.232,817.791,1567.8,2103.52,2383.51,2278.46,2944.32,2025.34,2392.06,1906.52,1778.67,1364.22,1283.87,768.46,859.291,526.482,506.553,283.863,237.768,154.565,126.719,80.6614,132.834,53.3102,24.8716,19.5075,29.4892,2.58032,7.22979,4.93423,12.752,4.54046,6.39612,11.5775,5.72214,0.909345,0.0,0.447066,H,ele
93,26.4714,90.9702,231.735,519.575,759.314,1234.02,1739.05,2014.94,2751.03,2281.06,2846.26,2371.68,2469.27,1630.53,1518.73,1095.22,1078.77,813.376,758.092,478.262,325.119,262.603,213.601,149.703,152.766,80.8145,63.2272,78.4868,25.9658,9.32417,0.870403,0.0,4.97688,7.48564,12.6281,15.7693,6.21908,0.0,0.0,0.0,H,ele
94,393.234,282.833,701.325,1055.28,1639.58,2072.93,2456.24,2080.48,2274.63,1864.74,2127.51,1526.69,1602.64,1212.69,1442.94,1071.5,1033.67,804.066,905.986,626.3,551.15,333.261,193.858,132.259,101.474,104.482,56.8185,45.6288,6.16188,6.58383,8.21375,4.49458,11.5085,9.0815,9.44136,11.5325,2.907,1.99944,0.0,0.0,H,ele
95,342.738,168.494,433.051,559.957,923.725,1249.0,1533.64,1548.81,2352.15,2021.62,2575.93,2542.25,2495.77,1837.36,1961.53,1486.94,1179.87,999.1,871.205,639.231,406.651,248.557,148.819,115.228,106.366,106.38,77.0627,15.3116,10.8641,3.55408,9.73743,1.89189,13.2116,5.40079,12.6656,12.2106,2.52251,0.996124,0.0,0.0,H,ele
96,273.515,119.175,261.709,507.903,994.152,1701.85,2044.38,2154.22,2880.52,2433.52,2912.86,2121.36,2377.98,1454.06,1433.62,1066.71,904.404,513.404,494.133,333.055,234.452,109.934,126.802,66.0796,81.9906,29.949,25.7694,8.75319,1.10703,1.73367,2.79724,7.39816,15.5824,7.9378,10.2972,13.273,2.99941,0.928987,0.0,1.75373,H,ele
97,201.569,123.95,441.959,617.961,1235.44,1672.4,1853.71,2103.05,2795.43,2174.08,2756.4,2262.2,2305.47,1514.68,1718.02,1108.62,939.941,647.126,556.497,292.607,196.556,138.796,114.328,58.5757,59.651,41.0561,32.8324,9.65369,9.23882,3.95517,3.02699,0.542507,11.4508,6.58168,15.3282,7.64502,1.46909,1.04018,0.0,0.0,H,ele
98,245.279,58.0398,243.759,439.854,866.672,1159.4,1554.33,1809.51,2405.05,1999.99,2218.45,2078.39,2372.58,1766.13,1984.46,1406.36,1428.0,985.944,871.129,644.184,499.586,218.237,209.493,221.744,84.3817,98.2351,70.0775,65.3113,34.8579,15.5585,0.495254,1.78834,15.0679,5.61876,14.093,9.21645,3.9178,0.88722,0.0,0.0,H,ele
99,100.013,298.191,682.864,900.058,1662.13,2391.28,2881.8,2443.63,3141.67,2556.53,2507.07,1813.78,1644.98,1179.61,994.77,657.672,563.856,413.095,355.0,157.269,82.0127,69.2841,51.6578,30.7473,74.095,12.0354,30.5373,3.89615,16.03,3.41592,2.66671,0.0,5.7023,5.03428,12.6076,7.25341,7.7362,0.0,0.0,0.0,H,ele
100,19.9547,52.7752,101.591,137.798,234.913,188.128,193.042,174.086,215.695,188.063,137.11,55.7534,68.7738,41.4186,35.334,33.9602,4.18835,7.25074,20.5573,8.50507,5.18986,4.65885,0.0,0.0,1.44903,0.747552,4.47648,2.53268,1.77654,4.9243,2.42598,4.98689,8.12787,3.0692,10.7631,6.70454,7.69117,1.09324,0.0,0.0,L,ele
101,71.0551,70.6116,122.13,142.446,216.071,221.751,137.397,106.789,150.327,116.904,101.65,30.8057,53.8939,36.4452,26.83,16.36,6.38339,2.29291,2.47869,4.35937,4.19513,0.0,0.0,0.0,0.0,0.0,4.63234,1.61919,0.829478,4.61326,0.981107,0.0,5.33552,9.01772,7.1163,5.59298,4.08767,0.97049,0.0,0.0,L,ele
102,251.631,51.2947,126.196,147.276,121.49,89.9005,105.739,59.6971,72.6364,42.1388,29.5255,24.5945,21.0327,7.37245,5.33878,9.62725,2.35741,0.0,0.0,0.0,0.700138,0.0,15.1263,3.75121,0.0,0.0,2.36941,3.62179,1.81634,5.8851,0.0,0.0,3.79058,7.8163,12.0326,9.20703,10.3209,0.0,0.0,0.0,L,ele
103,181.717,20.9264,47.5913,111.794,188.021,175.041,204.066,191.809,227.719,169.303,143.335,106.569,73.9757,44.4237,56.2746,17.5637,24.061,9.89562,25.1079,2.16889,2.01987,5.19595,0.0,2.94277,0.0,0.0,1.42436,1.63979,1.76693,6.33498,0.870952,1.77912,3.08869,9.29198,13.2237,5.23477,3.8387,1.20118,0.0,0.0,L,ele
104,336.465,20.028,40.2833,44.2395,101.525,145.443,158.722,186.151,155.34,144.133,127.93,109.108,188.176,134.67,58.8187,39.6032,71.3465,29.9266,37.7952,9.2781,6.20146,5.51409,2.63271,4.13391,0.0,0.0,2.64979,1.09204,1.56745,1.47168,0.830268,1.6352,15.6054,5.57997,8.71686,8.52291,4.47727,1.26875,0.0,1.7391,L,ele
105,149.208,24.657,70.2817,84.3878,148.1,39.6114,190.659,188.796,156.169,118.977,113.816,142.75,125.687,76.0568,32.171,40.2311,16.0313,15.8485,10.0064,13.5091,0.600406,7.53035,0.0,2.12874,2.68519,0.849704,4.41132,1.11764,0.824239,0.892195,1.02853,1.8952,20.6248,5.76443,11.6476,2.25606,7.33679,0.0,0.0,0.0,L,ele
106,8.31343,28.6252,76.5796,100.961,156.951,142.246,166.046,209.893,125.559,163.199,119.042,99.0179,79.4074,126.751,61.5718,37.4467,20.268,15.7358,29.0747,9.56668,6.5207,3.21623,1.32772,1.61525,1.32887,3.22421,2.36602,8.08709,17.0917,2.21858,1.77355,3.875,14.2759,2.9968,10.2567,14.6548,7.25693,1.22108,0.0,0.0,L,ele
107,167.804,1.77056,7.72496,0.0,5.40094,22.4822,20.224,39.9885,33.3428,24.6584,9.96025,9.02754,12.7982,17.9964,8.52666,7.95053,19.3156,4.64728,24.1787,2.9042,14.9197,7.79943,6.08402,0.894037,2.32682,2.60997,2.28182,1.93141,4.29107,0.981197,2.31502,4.35498,8.62631,2.63925,8.19094,5.52229,12.7816,0.928371,0.0,0.0,L,ele
108,31.6901,36.7176,50.5152,77.3179,143.536,137.023,139.573,195.649,154.296,151.508,145.933,126.537,114.845,88.2368,48.2469,27.8016,38.9591,26.3683,29.8757,7.31411,10.0219,17.5711,9.9579,2.77139,3.2559,1.10124,2.12657,2.66311,2.31422,3.14284,0.664379,1.67832,4.43402,6.55642,12.3954,13.6889,3.57145,0.0,0.0,0.0,L,ele
109,305.519,1.78446,1.76765,6.9252,7.8938,16.9008,24.5413,12.0088,30.3434,2.81075,6.38141,19.7518,0.0,11.966,5.22663,0.958661,2.13459,17.1937,2.23326,1.58586,0.0,0.0,0.0,0.0,0.722999,0.0,2.02555,3.53212,3.39692,2.55037,2.57381,1.45832,10.2236,7.46375,15.832,9.51217,5.38861,1.35303,0.0,0.0,L,ele
110,337.99,72.5605,117.52,149.241,181.449,168.113,163.901,157.771,79.3268,63.922,68.9702,71.9255,28.5782,25.1824,10.4129,9.74627,11.8598,26.1724,2.8823,0.0,0.0,0.0,0.0,0.0,1.01184,1.11467,4.10556,2.68287,2.16785,2.81236,2.7642,2.18198,17.3078,4.78755,12.5037,4.09591,9.65138,1.29665,0.0,0.934263,L,ele
111,299.252,64.6825,105.094,111.521,189.422,187.23,230.799,152.417,231.779,161.978,146.118,95.9148,71.1275,49.4709,44.6343,24.7711,11.311,16.7037,5.69446,7.27524,1.8364,0.0,0.0,0.0,0.0,0.0,4.53079,1.74349,1.00473,1.32749,0.815372,3.6967,13.454,8.06577,9.75524,5.03822,3.13055,1.16575,0.0,1.21606,L,ele
112,49.2048,52.9665,131.076,142.958,284.522,252.366,303.057,205.333,134.398,143.828,89.5776,73.082,60.3393,59.5886,33.2376,19.2673,9.38052,6.84746,11.2694,0.0,2.33527,6.38753,8.00636,1.22232,2.72518,1.28503,4.68405,1.80711,2.27066,1.39162,0.603461,1.85549,17.1336,5.11615,15.1225,16.0898,5.5941,1.62924,0.0,0.0,L,ele
113,38.0642,48.471,104.533,108.753,121.805,165.191,177.91,157.759,157.767,143.862,193.791,132.887,87.7513,55.6706,87.273,41.5793,46.4137,30.0107,15.231,4.25424,16.7607,14.6385,0.0,0.687969,1.30893,0.0,8.16251,0.709386,2.70825,1.02842,1.32026,1.63108,15.2029,6.357,0.949954,3.99369,4.29091,1.02295,0.0,0.0,L,ele
114,31.9163,28.7687,48.416,101.324,148.839,184.454,197.42,235.294,181.381,125.505,141.897,66.8105,95.8686,85.147,125.915,65.7161,55.0962,18.9554,42.1759,1.6713,4.26248,5.9674,12.0676,25.9718,7.9372,1.44491,4.87156,2.05335,2.08536,0.80833,3.41811,2.04772,4.07456,7.91864,3.21138,4.85174,6.67899,0.0,0.0,0.0,L,ele
115,57.2785,55.2115,89.7431,115.397,166.0,153.844,220.18,159.3,159.424,162.383,154.016,132.615,92.8699,50.1075,65.8325,42.1131,28.4319,17.1698,36.915,3.22739,28.5374,3.4812,4.6801,5.84355,1.50744,3.39449,4.58569,3.40665,5.72352,1.44918,2.95539,4.51203,4.55353,6.6927,8.03888,4.15332,11.6413,0.0,0.0,0.0,L,ele
116,254.366,86.1252,152.421,170.795,193.2,228.399,183.036,218.432,150.654,118.862,110.382,76.6812,77.1612,46.672,18.7874,28.6496,6.21249,0.0,16.7173,4.76713,1.90732,2.33518,0.0,0.0,0.761177,0.985322,0.908136,3.16,0.792285,1.03256,2.28884,2.22012,3.35467,7.35416,9.28059,10.0566,5.54063,0.0,0.0,0.0,L,ele
117,282.119,54.3435,127.568,104.219,113.015,180.612,160.017,105.814,113.866,112.082,89.1663,46.2856,22.2362,26.9841,6.83332,8.22896,6.65509,9.77492,2.81937,0.0,0.0,2.45068,0.0,0.0,2.11569,1.82253,3.95253,0.947527,2.27171,0.981027,0.579398,2.68356,15.4672,3.85754,13.6131,9.39519,3.83087,0.85807,0.0,0.0,L,ele
118,291.326,48.3209,133.349,138.41,166.938,177.192,211.611,221.64,204.231,127.001,129.179,60.038,43.7749,34.9966,11.1304,18.9277,23.3981,5.09456,9.19152,10.4399,0.884443,4.70736,1.3958,0.0,2.10084,0.0,2.67847,0.0,2.85119,1.60456,3.21419,1.54338,12.8966,9.65486,15.3535,8.61869,17.1284,1.04664,0.0,1.28151,L,ele
119,282.4,47.977,157.048,186.681,270.08,206.98,227.41,181.098,137.518,110.466,115.531,78.7265,14.1387,46.4958,14.929,15.0134,14.3496,6.64235,16.0266,3.58882,1.18017,0.0,5.46298,0.0,2.31498,0.0,4.38646,1.02237,2.79742,1.14338,2.5528,1.76802,14.8551,5.8773,6.21149,6.89777,7.0078,1.2018,0.0,1.93041,L,ele
120,268.06,65.3163,110.888,135.778,175.461,168.04,177.984,158.202,129.037,113.195,145.046,82.9582,74.6794,51.9738,42.9584,41.901,19.3869,46.0262,35.4368,8.63247,7.98892,2.73868,4.20613,5.66453,2.05308,1.42645,3.13623,2.75865,9.884,1.45589,2.0533,5.65914,6.96681,4.60131,12.5483,7.69808,5.55308,0.0,0.0,0.0,L,ele
121,160.993,27.1531,53.9208,70.2545,79.2308,46.8614,78.5464,84.2867,113.987,49.6315,36.3905,44.6888,25.5989,22.3033,30.5,5.9835,11.9556,1.81641,3.81154,8.96758,9.12028,0.843324,0.0,7.68058,0.932979,1.0134,3.74869,2.0965,1.55367,1.08007,1.85145,2.14008,14.1713,5.3775,10.3985,6.24998,12.2343,1.07982,0.0,1.43916,L,ele
122,32.6629,67.0663,122.746,190.13,219.761,166.242,208.631,166.194,136.203,71.5271,96.1999,54.1558,29.4633,36.8899,27.8572,23.3546,18.6997,0.767438,2.87187,1.37045,0.57236,0.0,13.2937,0.0,2.26671,1.16106,2.76041,1.03784,4.06629,1.45493,1.18891,1.95577,16.2258,6.68576,3.87151,8.0273,6.65888,1.01253,0.0,0.0,L,ele
123,38.8435,11.7704,70.8224,63.0149,128.058,109.467,119.854,125.934,74.5295,152.268,144.063,115.43,124.776,138.053,99.3114,108.427,55.6473,58.3763,21.2453,21.8308,8.66508,26.6979,5.4884,7.33454,5.32556,7.4552,2.66569,5.00277,6.23213,1.91942,1.4616,4.52954,6.26071,9.43154,8.95335,6.29836,4.00658,0.0,0.0,0.0,L,ele
124,197.945,20.0613,79.6803,119.295,189.193,175.212,183.235,198.479,198.631,218.41,151.927,76.2808,97.4032,67.2773,17.5382,22.6463,17.3371,6.50394,24.4439,4.1809,5.3362,2.5817,0.0,0.0,5.40329,1.11987,2.85705,2.9273,1.70753,4.84886,1.73234,2.18627,14.072,4.75586,11.4847,8.95776,8.20056,1.0841,0.0,0.0,L,ele
125,470.897,36.209,115.547,121.98,194.222,96.6407,81.5779,68.2701,40.7927,33.7709,10.9157,18.0239,6.35931,5.02073,0.680382,5.13618,0.0,8.64897,0.0,0.0,2.65115,0.0,3.25896,0.0,0.0,0.0,2.39738,2.88423,1.59863,1.04127,1.18448,1.03578,7.02259,6.37267,8.40172,15.527,3.70693,0.930745,0.0,0.0,L,ele
126,361.39,48.9054,103.768,129.734,179.066,129.607,167.639,174.776,158.058,115.184,129.547,109.711,117.202,84.4856,68.4212,29.5644,38.8055,25.1458,28.6095,9.67327,1.23685,4.03632,0.0,9.08764,4.68716,0.944379,2.9121,1.06916,2.50661,1.69717,1.02985,2.07266,17.1801,5.09693,9.38468,17.9311,4.69636,0.0,0.0,0.0,L,ele
127,195.677,41.0606,90.2058,140.495,150.261,135.161,168.098,250.18,259.669,127.065,186.387,106.731,55.5364,41.273,43.7176,12.3565,10.2821,20.3649,26.2609,1.91037,7.84774,12.004,3.87482,0.0,0.0,0.898296,3.16544,2.85581,0.69489,0.966861,2.83302,2.53786,5.43219,8.58649,18.6956,3.47006,3.47619,0.551655,0.0,0.0,L,ele
128,303.901,34.9097,57.1137,70.156,107.62,168.01,267.084,180.157,218.252,119.334,114.725,143.505,124.851,48.9457,85.4807,31.1287,49.874,12.6438,25.6035,0.0,10.2478,9.27389,3.36656,0.0,1.19294,0.958758,2.26587,3.08846,1.76569,0.822201,1.19033,5.40146,12.123,3.53324,14.9298,4.96556,9.63628,0.820522,0.0,0.404321,L,ele
129,328.967,15.855,51.2572,77.612,161.478,173.873,208.546,194.29,265.683,122.648,141.741,84.5926,123.325,100.466,39.8729,56.0723,5.57233,20.8441,6.62656,9.25443,0.0,7.24632,1.76566,2.55604,1.37919,0.867563,2.93568,3.44225,3.12379,2.11414,2.67077,1.96347,15.6104,7.09903,9.35318,4.48648,3.08105,1.07389,0.0,0.985863,L,ele
130,198.464,22.7231,94.9165,104.62,184.635,179.738,215.558,162.188,206.105,182.08,137.147,96.2257,41.1347,34.9532,33.8179,29.3848,14.0877,3.55803,26.7113,6.893,3.29837,4.01871,1.07637,11.4787,0.0,1.0195,9.73619,1.41887,0.908347,1.05017,1.32753,1.68092,3.79548,8.70601,9.81417,4.39817,2.53432,0.0,0.0,0.0,L,ele
131,359.519,29.229,124.328,102.869,148.867,139.055,100.101,153.156,195.056,152.761,151.14,99.8125,106.764,51.5746,64.0592,18.4605,42.1506,29.927,24.3425,17.6499,13.4457,18.9897,23.1659,6.58708,12.9551,14.2021,27.3629,16.061,2.50056,4.52874,1.63973,2.06292,17.6486,5.68387,10.476,15.9839,4.44264,0.0,0.0,0.999732,L,ele
132,324.035,63.9195,69.8977,117.94,218.025,238.334,152.459,220.834,190.431,193.669,103.618,96.2539,80.9343,66.5086,80.5305,29.4078,14.3354,10.7052,2.71192,0.0,6.42001,0.0,5.75946,7.01224,0.0,3.45268,3.83072,1.58099,2.59391,4.10607,0.0,1.34546,7.82139,6.47295,13.1451,6.73785,1.14504,0.890893,0.0,0.0,L,ele
133,121.352,48.7121,51.4616,89.5785,161.571,192.661,177.821,193.338,148.725,125.696,134.481,122.15,92.4509,62.0926,44.0083,40.3052,53.9832,11.2975,16.1098,26.3692,7.09564,2.92627,3.92183,1.12895,0.0,0.893092,4.7192,1.54388,0.0,1.91107,1.05785,2.63907,15.3864,7.23122,8.73177,7.52633,3.13311,1.15823,0.0,1.00726,L,ele
134,299.133,50.2954,78.2249,113.433,120.487,140.83,214.851,180.773,164.592,152.955,123.279,96.345,112.578,79.5916,59.5668,22.2194,25.3781,20.9348,19.0763,1.45932,4.59204,3.14947,5.2354,0.995145,1.94852,0.0,7.44033,2.18521,4.72993,0.597186,1.73275,4.56707,11.0739,4.2605,8.02693,3.99398,8.78382,1.17713,0.0,0.0,L,ele
135,226.531,61.5967,82.3138,148.99,189.79,216.612,274.505,226.357,173.611,127.176,93.2423,93.2871,41.7471,22.9065,36.6074,32.5948,4.95394,3.23894,22.8511,0.0,10.9446,0.0,1.8338,1.97644,0.0,0.872872,2.19861,3.99089,2.21667,0.977366,2.40597,2.26585,4.93717,8.46489,8.86322,6.54337,2.09276,0.0,0.0,0.0,L,ele
136,230.994,53.3925,118.631,111.657,208.935,115.121,117.087,145.912,168.163,147.909,122.458,125.372,121.996,65.0275,70.8737,52.1121,20.8843,20.8362,13.8379,1.4118,6.31919,14.6781,14.0972,1.23113,0.0,0.890325,4.08642,3.26791,2.09273,8.29387,1.26597,2.81193,20.5877,5.34672,6.63098,6.22151,11.6063,1.03365,0.0,0.0,L,ele
137,315.248,30.7985,99.9474,99.9421,133.917,192.998,216.865,161.103,168.502,170.48,93.1569,97.9211,83.4454,31.6408,57.192,80.7304,29.4041,23.6731,30.0193,10.045,19.5884,13.3571,1.5325,2.47772,0.0,0.0,1.41329,0.478651,3.54644,2.04197,0.0,0.707485,2.49623,8.70182,14.075,12.3527,4.75849,0.0,0.0,0.0,L,ele
138,344.072,40.6394,131.788,98.2153,125.353,223.276,211.742,177.61,139.705,110.072,118.846,70.3415,66.487,65.4808,15.1979,58.5901,38.4779,17.0866,16.9212,12.4989,18.7331,3.63236,19.1052,8.60231,1.06911,0.0,9.93959,1.13584,1.63536,1.27751,2.47273,2.32278,15.9328,7.44887,8.00127,11.8285,5.01064,1.15305,0.0,1.91542,L,ele
139,284.448,40.0925,52.4195,57.6735,85.1183,70.1818,152.716,159.607,277.252,186.132,206.734,134.882,161.681,78.9574,81.4546,41.8104,57.9791,42.7561,23.0116,20.4127,22.1034,0.838013,12.6317,0.53109,6.96784,0.787314,5.4167,1.57426,0.996576,5.05101,1.81479,2.59132,17.16,3.39337,7.08166,9.82884,6.31985,1.00676,0.0,0.0,L,ele
140,127.818,143.61,156.429,167.087,233.729,145.796,225.085,176.085,163.665,120.928,73.9248,70.2839,43.2045,36.8285,24.7356,28.3624,16.063,2.58255,2.63319,12.4548,0.659526,7.21338,0.0,2.91616,0.0,0.0,11.8151,1.32064,0.0,5.36496,0.510127,0.945045,3.56007,7.66402,5.56531,4.86173,3.80068,0.0,0.0,0.0,L,ele
141,309.784,16.5726,43.7324,54.5226,142.606,180.55,175.293,140.299,110.093,111.446,144.967,63.7615,96.8401,38.8287,19.7001,29.246,45.6221,12.1767,19.4428,0.0,4.12825,1.24454,0.0,1.06087,1.32237,0.0,3.72696,1.63023,0.841741,2.18883,0.0,0.0,3.4093,5.99512,9.19263,13.6451,3.8731,0.0,0.0,0.0,L,ele
