,Layer1,Layer2,Layer3,Layer4,Layer5,Layer6,Layer7,Layer8,Layer9,Layer10,Layer11,Layer12,Layer13,Layer14,Layer15,Layer16,Layer17,Layer18,Layer19,Layer20,Layer21,Layer22,Layer23,Layer24,Layer25,Layer26,Layer27,Layer28,Layer29,Layer30,Layer31,Layer32,Layer33,Layer34,Layer35,Layer36,Layer37,Layer38,Layer39,Layer40,Beam Energy,Particle
398,3.64146,20.57,47.8132,58.2472,116.436,64.8351,50.067,23.002,29.9235,22.7982,18.9886,22.4175,23.0881,13.3096,37.0198,14.6831,6.33481,4.30806,0.917468,2.51843,4.66476,7.12433,0.987225,3.50244,1.44695,0.779562,4.98718,4.34997,3.48179,13.9938,5.99923,2.34271,13.5619,24.5282,45.7943,31.4224,6.72758,2.19877,0.0,1.1527,L,pion
399,0.949095,0.858898,2.88518,1.21051,13.4019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2935,25.7716,39.858,24.6543,45.7342,195.245,46.0471,19.4739,30.9788,114.292,253.519,66.7743,30.7548,10.2488,17.1786,4.08719,17.6604,6.81421,6.42239,4.83851,11.4307,0.915182,0.0,0.0,L,pion
400,3.78217,8.22172,5.82839,5.37303,23.9627,11.331,3.71874,6.06563,0.915434,1.28779,1.87577,1.42228,1.31392,6.04503,0.703735,0.855932,1.04278,1.21504,0.84283,1.13301,1.74595,1.12719,3.90556,1.38879,0.0,0.794493,3.76687,2.93276,2.24907,1.96533,1.71734,1.85921,11.1679,5.14863,13.0885,13.6967,18.5763,0.947126,1.30779,1.07191,H,muon
401,3.69409,2.59696,0.0,1.03366,2.39038,1.32625,2.00788,1.01499,3.36994,1.52261,0.994221,1.01648,0.829862,0.746079,2.11929,0.873403,1.33107,0.78846,1.48801,1.18176,2.71152,3.79097,1.85052,1.14273,0.878514,2.95976,3.12943,2.28301,4.61032,1.75761,2.51474,4.12827,13.3418,8.18883,6.63875,8.02982,4.03749,1.39339,0.0,0.527428,H,muon
402,0.969044,0.892565,5.55567,2.82873,3.25623,1.22261,1.71018,1.09261,0.820798,1.05267,1.01947,4.38931,1.25791,4.70606,0.995157,1.08903,0.965779,1.43281,11.9504,0.969154,1.00673,0.814854,1.04104,1.13968,0.538421,1.8144,5.1339,2.69767,4.00738,5.05417,3.01048,1.16604,14.1973,6.07044,17.2236,6.21711,7.13791,1.26471,1.17931,2.23592,H,muon
403,0.577925,1.01716,4.07137,2.02722,1.14855,1.35892,1.13915,0.969738,2.11162,2.20355,0.850715,2.07942,0.893855,0.894589,1.52816,1.09566,1.05749,1.18539,1.51731,1.06724,2.16293,2.92256,6.82705,1.44825,0.838648,1.67212,2.20304,3.33197,3.32039,1.96845,2.11088,3.94785,12.3642,7.49276,6.36385,10.6434,19.0198,11.2175,25.5188,2.60786,H,muon
404,1.21017,2.3091,1.75471,0.877302,0.898782,1.14202,1.08542,1.05106,1.03381,0.703245,0.868194,1.07658,0.950748,1.39523,0.908826,1.02206,0.912885,1.24859,0.917198,0.963447,3.08843,0.943491,0.979309,0.831449,0.910709,3.90228,5.35324,3.5275,5.26284,2.43359,1.16285,4.1406,12.8302,4.64887,6.87795,7.65927,8.41551,3.57991,1.75937,0.988067,H,muon
405,1.08165,1.00926,1.20947,0.771221,0.826003,1.24163,1.41446,1.28327,0.0,1.13039,1.03021,1.982,0.796285,2.93936,0.923024,2.00239,1.29808,2.66833,13.5641,1.2668,0.71554,0.978343,0.923041,1.00458,2.50826,1.94045,6.2352,3.21201,2.43915,6.13132,7.2761,2.94524,5.35856,9.53808,12.0259,17.0773,6.11202,1.80292,1.77063,0.919371,H,muon
406,1.43111,0.945059,0.822905,1.51189,1.04673,0.859709,1.65858,0.938893,0.953626,1.15804,1.51141,1.49449,1.15623,1.86563,0.88615,0.0,1.91752,1.23095,12.5923,1.31484,1.1246,1.32033,1.0768,2.78921,1.01565,3.51232,5.23855,14.7175,14.0711,5.20338,2.56235,17.7905,14.172,7.35658,14.8151,7.38082,10.3351,2.56142,0.0,0.0,H,muon
407,1.2798,2.03109,1.60697,0.83112,7.09734,1.99207,0.785115,0.866834,1.37154,1.04259,1.27711,0.862206,0.968886,0.943893,3.30832,2.11988,0.997648,1.41126,0.858128,1.13926,2.37736,1.57738,1.26346,3.6121,0.752518,5.89432,3.82876,4.01708,4.33357,8.50323,2.01074,3.70884,12.6708,6.23234,6.39388,6.11866,2.87523,4.9977,9.4644,0.840171,H,muon
408,1.06192,2.38918,1.08578,1.12049,1.6129,1.3098,0.860855,1.11097,1.16286,0.953278,1.00886,0.9811,1.13342,1.15755,1.30248,0.769408,1.40949,0.0,0.0,0.0,0.612829,0.0,0.0,0.0,1.22624,0.917666,3.77472,2.66436,1.87036,6.43792,4.33257,8.78063,8.29305,5.02557,6.85568,2.10202,6.5564,0.951547,0.0,1.67834,H,muon
409,1.2488,2.49737,1.22896,0.834687,0.973905,0.946565,1.45021,6.00903,1.41691,0.950474,1.06931,0.973593,1.09959,1.15348,0.958678,1.34094,1.71336,1.16799,0.81387,1.275,2.04131,1.33139,1.85836,0.0,0.811285,2.21574,2.83583,4.78805,1.62663,2.81889,4.80844,5.85412,11.6174,7.70525,7.27921,3.37417,6.14883,18.416,1.85288,2.57503,H,muon
410,1.05216,1.99431,1.32962,0.707926,2.65745,1.77776,0.990856,1.06548,1.08765,0.618309,0.818491,1.42661,2.11972,9.26473,1.04548,8.4582,4.02934,0.953813,2.00883,1.43903,1.03121,1.01256,1.06901,1.23932,1.87837,2.87087,5.74546,4.01506,3.94269,1.86401,2.67391,5.90338,13.0239,6.54162,20.0252,15.2891,3.29585,1.91267,0.993613,1.03188,H,muon
411,1.08393,2.06902,0.842574,1.8947,1.09803,1.06665,1.01705,1.20176,1.12205,0.919638,0.984361,0.833907,1.2886,1.77543,14.2963,14.7819,2.23365,0.983551,0.545478,1.17504,2.94923,1.19327,0.85101,0.835153,6.35285,1.20715,4.09986,5.69024,11.4656,3.02678,5.52032,11.1998,18.0911,7.29457,6.45072,8.40399,4.18228,1.25222,1.67591,0.809024,H,muon
412,0.956238,2.04224,1.33953,1.05757,1.05454,1.332,0.0,0.71101,0.95468,1.05851,0.996882,1.11536,5.81756,1.23026,3.96976,4.44528,3.47734,0.727954,0.858165,1.10647,1.1793,1.97387,1.58586,1.15417,1.18011,0.869166,5.12598,4.42437,5.07962,9.14898,2.89053,5.43183,11.0098,8.17738,4.57914,2.58272,4.38613,0.953497,0.0,0.0,H,muon
413,0.778789,2.04348,0.924199,1.03588,0.974438,1.0862,2.32086,6.32489,8.35328,6.56066,13.6624,3.22855,13.0345,29.4742,24.103,4.5256,12.9029,0.663155,3.64576,1.10161,1.90692,1.83325,0.831153,2.43456,2.41201,0.891841,3.25332,1.81636,3.59869,3.03095,2.20122,2.8781,13.1314,4.15466,9.93601,11.5883,10.2806,0.904293,0.0,0.0,H,muon
414,6.45794,1.11348,0.992259,2.39189,0.984346,0.982704,2.0018,0.82995,2.55535,1.58745,1.23677,2.32885,0.947666,1.51299,1.22237,0.898466,0.711446,1.07422,19.3233,2.88167,1.61299,1.31446,1.24854,1.08758,1.12051,2.3103,4.04729,2.06303,4.61321,5.36316,1.47699,9.47516,9.93862,3.26548,13.9383,6.13161,9.33366,2.09458,1.11202,99.5492,H,muon
415,0.0,1.14806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61012,0.0,0.0,0.0,0.0,0.0,1.56833,0.0,0.0,0.0,0.0,0.0,4.83291,1.16108,4.24751,3.4218,0.819805,6.33265,15.1419,6.0486,7.79324,8.41103,5.70289,0.0,0.0,0.0,H,muon
416,0.0,1.0703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438304,0.0,0.0,0.0,0.0,0.722726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43922,0.916579,3.0131,2.48469,2.4785,4.59041,4.22883,6.692,15.8592,6.38436,4.14274,7.21084,7.92208,3.53877,1.22855,2.09583,H,muon
417,1.45077,1.02536,1.02251,0.655904,2.14142,0.767849,1.89435,1.053,1.55741,0.99025,1.65703,2.00621,2.36784,2.56677,0.734023,1.02771,1.0264,0.848383,13.6717,0.897766,3.28105,2.7324,2.30688,0.827069,4.52378,2.50609,2.90229,4.25406,12.9289,4.67144,8.51511,11.8707,7.71329,7.76648,14.5455,7.11785,6.33482,7.30275,2.867,1.37936,H,muon
418,1.99145,0.891754,0.700038,1.64581,1.91336,0.764927,1.37738,0.986649,4.16784,10.2901,1.9414,2.46062,2.15316,0.929457,1.06301,1.14525,1.47687,0.790425,12.6191,1.20929,1.51967,10.6185,4.35345,1.01147,0.705894,8.12023,2.53938,1.67012,4.72456,2.90148,0.966026,0.989105,9.21758,6.72556,18.1663,8.22028,9.6643,0.644187,1.00523,0.907851,H,muon
419,3.48444,1.7061,2.11164,1.27048,1.54613,0.961255,0.946541,1.56669,0.742107,1.37238,2.33605,5.70285,1.67604,1.15546,1.06634,1.13117,0.733793,8.84049,0.946372,1.11379,2.30137,1.10677,0.782283,0.945588,1.13057,4.44011,4.58893,6.02046,4.183,2.30744,1.21323,3.80598,14.9604,2.21408,13.1002,12.1789,15.0072,0.882543,2.40851,1.26303,H,muon
420,1.03303,2.18484,0.868594,1.10421,0.943201,2.0806,0.965993,1.68596,1.09582,11.315,0.602387,0.9088,1.33696,1.12134,0.746453,1.3415,2.41415,1.10084,2.21735,1.3068,1.15881,1.01688,1.66395,0.781436,2.93777,4.22807,6.19606,4.09387,3.22971,4.89015,4.6918,8.32535,12.1768,9.38771,7.9421,8.26453,3.23325,2.1567,1.19752,3.18632,H,muon
421,2.47475,2.22467,0.963809,1.03975,1.09239,1.76299,0.994898,1.33103,3.22526,0.773813,1.31938,1.66648,1.23293,2.48702,2.24877,0.846533,10.1168,4.49738,14.1342,1.26688,2.37405,1.15814,1.11934,1.57999,2.6605,1.92906,4.31874,2.9761,2.28206,5.70089,4.93246,3.24,8.56521,6.98731,13.9864,3.21003,7.13861,3.43961,0.929416,0.879931,H,muon
422,0.0,1.3036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21456,0.944689,1.80858,2.0637,1.14804,4.89499,6.9237,5.75252,8.29223,6.00993,7.233,2.77674,4.69247,1.04369,0.0,0.0,H,muon
423,0.92974,2.06155,1.13963,1.76745,1.19756,1.32229,0.0,1.01487,0.859393,2.37152,1.79032,1.26834,0.965755,4.46828,0.891008,1.00737,0.850935,1.54955,1.13982,1.44605,2.09374,2.0504,1.27688,1.03036,1.41041,2.97972,6.75856,2.00484,2.82697,7.85226,2.20538,5.72686,12.7967,8.98975,7.1624,14.4348,11.8081,1.1194,1.19572,0.0,H,muon
424,1.83336,0.961158,1.60815,0.670215,1.41626,0.836978,2.13785,1.11459,5.74145,0.699937,1.74253,0.762986,1.06948,2.73067,0.957891,1.12757,0.834207,0.713786,0.910082,1.01616,1.91062,1.40635,2.02117,1.75675,1.11126,2.50882,3.71839,3.55344,4.04799,2.14469,1.89607,15.4185,13.8605,4.6274,11.3115,11.1629,7.36078,1.92854,5.92541,1.06242,H,muon
425,0.927703,0.974068,1.00113,1.12383,1.35501,0.781384,1.20777,2.8212,1.16492,2.41702,0.960706,1.74521,0.980141,1.10944,1.40997,1.40201,1.15141,0.851064,13.5803,1.08006,1.9044,0.978839,1.58551,0.922231,2.72882,3.04614,4.97745,5.11174,2.35188,5.95498,3.57711,5.41149,4.21894,5.73418,12.5113,3.76758,4.71727,4.67306,3.73948,0.923748,H,muon
426,1.26503,1.99148,1.26625,1.54596,1.14806,1.00575,1.0646,1.41779,0.884756,1.55701,8.84314,1.33022,3.04189,2.23122,3.03047,4.0821,1.33595,0.959939,0.626326,1.18644,1.00166,1.8559,1.06432,0.85927,2.02418,1.84603,4.35532,3.01492,2.03882,3.10146,6.68853,4.47465,8.93808,4.78989,3.4382,6.16911,14.5469,1.87952,0.0,1.24424,H,muon
427,0.75822,1.36322,1.6115,2.46279,0.867045,1.55476,2.50079,1.49006,0.883337,0.986629,0.945022,3.79174,7.82069,0.872362,0.975714,1.63876,0.789301,3.54308,13.003,1.12216,1.18257,2.42434,0.946492,0.813218,0.666591,1.86711,1.58138,2.22112,4.85362,8.44269,2.08184,1.29928,12.1626,3.75696,13.8028,8.60006,7.8127,0.707582,1.02139,1.06846,H,muon
428,0.0,1.01778,0.0,0.0,0.460976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07414,0.0,0.0,0.0,0.0,0.0,3.54843,1.02501,5.0003,1.32508,3.96983,5.51797,12.0142,6.26665,5.26149,10.4442,3.40894,1.80924,3.70899,1.16112,H,muon
429,0.900972,1.4243,3.27781,2.20535,0.617541,0.0,0.0,2.61368,2.11233,3.50451,2.09388,2.11394,0.786021,1.13008,1.68165,3.15097,3.58511,1.12367,14.6541,2.28189,1.73957,0.912711,1.19469,0.997543,1.87831,4.87918,3.93934,4.23347,3.94875,5.10055,4.1074,3.90547,10.0763,8.96705,13.3858,5.50516,7.34338,3.34054,2.93339,0.915345,H,muon
430,0.812431,2.0249,0.88845,0.928394,3.47281,1.15638,1.00194,1.29349,1.18036,0.731624,1.18858,1.24745,1.0108,1.18862,1.1578,1.65813,1.21682,0.99873,0.95287,1.1496,3.64381,1.01714,2.5049,0.782239,1.89429,2.5405,3.58443,2.8331,2.77176,9.56998,5.00725,5.13113,11.3451,9.44572,4.91132,3.49378,6.39586,2.61137,1.92701,2.03357,H,muon
431,2.81122,0.970693,1.15369,2.34579,1.40214,0.945192,2.43171,24.2876,23.5514,8.21529,20.0262,16.845,24.9732,14.1567,27.8414,7.37342,37.3593,31.7064,27.4916,8.02187,4.61881,10.601,7.48843,3.10441,2.14527,1.78056,4.56145,2.983,7.15878,4.33824,3.78899,2.84238,9.57646,8.97033,13.3023,6.5626,6.68137,2.19565,2.57435,2.21266,H,muon
432,1.37881,1.04745,1.56015,1.18039,1.12077,1.73317,2.02596,0.973533,1.03028,1.35964,3.58992,2.59208,1.15515,1.03882,1.91263,2.98398,0.988898,1.02795,18.9108,0.86748,1.25519,1.43578,1.14088,1.05573,1.01802,2.0002,3.801,2.87209,4.29872,2.25786,0.928364,2.59377,12.561,3.35143,14.2376,9.29137,11.6753,1.77305,1.11709,1.07494,H,muon
433,0.954574,2.90629,0.948597,1.51042,0.832832,2.42248,1.36807,1.51457,0.964337,1.30229,2.01727,1.14992,0.986803,2.07303,1.07651,0.928439,0.777577,1.33803,14.298,0.806887,1.1995,1.12542,1.76621,1.13713,3.12904,2.39838,4.20305,3.07373,3.5473,5.85559,8.68468,2.97968,8.33503,8.07419,13.8468,5.24573,8.61755,1.76545,0.0,2.10425,H,muon
434,1.23689,1.06785,0.833652,1.39565,1.0874,0.849007,1.02453,3.0697,0.720124,0.971645,1.49452,2.03356,0.873712,2.21824,0.893207,1.43448,2.04524,1.34313,14.2298,1.31723,0.931564,1.38862,0.0,0.854591,2.51586,1.76398,1.99988,5.50862,2.13786,5.75454,3.02098,2.85005,10.7073,12.3291,11.8944,10.2993,6.44225,2.09674,1.00955,2.63583,H,muon
435,1.02834,1.01706,1.23514,1.83823,1.23965,3.49412,0.837177,1.3421,0.813346,2.14357,3.5995,2.51911,1.03769,1.78535,1.12341,0.876343,1.35386,1.03492,14.6175,1.48251,1.55362,0.758085,1.19403,1.09042,2.0626,2.3598,4.38242,2.40378,7.9885,4.88934,4.54724,4.23963,8.87182,8.74526,12.5616,6.85006,5.70267,1.73933,1.05639,2.16938,H,muon
436,0.871825,3.26569,2.04093,1.23134,1.08994,2.07973,2.17254,0.716594,1.51041,0.906611,0.749085,2.71949,0.84296,0.866059,0.935956,0.760276,1.29753,2.98005,1.0702,0.82753,2.67421,1.09165,0.935502,1.06332,2.3614,0.598667,3.30314,0.702271,26.0312,12.0129,22.2025,486.119,304.205,449.174,223.97,108.022,48.3077,13.0557,24.2526,86.6984,H,muon
437,1.45035,1.10169,1.02464,0.887347,1.16327,1.45817,0.857179,1.07619,1.44936,1.46492,0.851003,2.10618,0.904791,1.16546,0.790612,1.4204,2.06658,0.948509,13.2877,1.58021,1.12322,1.12207,1.19718,2.14748,2.50069,0.958045,2.8233,5.85225,5.62287,4.99194,3.22072,2.27411,6.75688,8.42471,12.8414,12.8077,4.76682,2.64932,1.03916,2.92478,H,muon
438,1.23801,2.36648,1.18409,3.56668,0.758985,0.797028,1.08314,1.107,0.729093,1.16242,1.89012,2.13539,1.07407,2.02459,1.01652,1.10403,1.06276,1.04327,13.9221,0.874063,1.06751,1.08895,1.12183,1.10741,2.35817,4.35526,2.24535,2.54216,5.17554,5.76751,2.92711,3.405,8.24908,9.77086,15.9348,7.04111,7.46183,2.12175,0.0,12.1126,H,muon
439,1.27428,3.5497,0.803559,3.2478,1.05563,3.2207,3.07323,1.73935,1.28531,1.82988,0.838513,1.16725,1.43632,2.28792,0.789539,3.85354,19.7854,26.3979,34.0264,23.136,11.7356,2.65568,13.3565,12.0955,26.8882,2.38925,2.7685,4.86417,6.56776,3.03126,6.1889,4.19336,12.866,11.2269,9.67474,5.96903,4.51832,2.26949,0.837662,3.72591,H,muon
440,0.968363,2.10705,1.23521,7.21823,1.15188,0.855482,1.3543,1.64131,1.94088,1.25043,1.8085,1.17842,1.44867,1.97175,0.98989,0.905442,3.69241,14.9563,0.947217,2.27779,2.73964,7.23065,2.39266,1.01563,2.31426,1.76194,4.68043,3.86432,3.10062,4.25721,1.91199,5.29427,10.501,5.93459,6.8045,7.03103,3.83059,2.6608,0.0,1.53794,H,muon
441,2.99572,1.58513,2.02727,1.12657,0.932248,1.58264,1.11792,0.953749,2.39932,1.80059,10.5009,3.86155,2.59196,12.7722,10.1205,9.60911,0.990979,0.725585,23.5785,19.7698,8.40545,8.44548,2.60428,5.5899,2.55456,6.20354,4.38213,1.66302,3.79775,2.95267,2.85065,4.28281,9.29825,7.7725,12.7052,10.2097,5.81125,2.00459,0.0,1.67961,H,muon
442,0.0,1.23468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.598821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.812448,1.17785,0.0,0.996391,0.0,2.84171,10.0181,5.19402,1.73078,0.974678,3.93858,9.47156,8.9973,3.65927,6.71658,3.61224,1.44081,0.0,0.0,H,muon
443,1.06711,2.92769,1.73269,2.90542,4.00432,3.05552,0.0,0.981093,8.71292,0.0,2.04099,1.14338,0.995123,0.901487,0.0,1.83467,0.0,0.0,12.8534,0.0,0.0,0.0,0.0,0.0,1.1834,2.28992,4.03703,1.14107,2.01327,4.40805,5.00351,4.08833,6.07271,8.10307,17.8157,7.778,8.13706,6.12794,0.0,0.0,H,muon
444,0.92748,0.777652,1.13784,0.752592,0.745339,1.14432,21.0714,1.23365,1.11014,0.741592,0.92679,2.13982,2.53966,1.52407,1.00394,0.665291,1.148,1.27466,12.1103,1.25391,0.831759,1.13972,2.15693,1.54013,1.66225,2.55691,4.19682,2.5628,6.31132,3.05665,1.95775,0.958677,10.4913,8.7336,21.1974,8.649,8.9984,1.07997,1.1963,0.768335,H,muon
445,1.2705,1.19809,0.925559,1.13392,1.29012,0.885516,0.0,1.37653,0.946629,1.22352,0.697959,1.15043,2.39055,3.89853,0.870635,0.93816,1.18213,0.976215,18.0387,1.0319,1.65733,0.0,2.71691,0.641244,1.56969,1.97284,4.53352,7.43624,4.95715,2.69042,0.0,2.02906,13.6552,24.5059,21.4117,4.042,3.7397,1.24345,0.0,0.91635,H,muon
446,1.0553,1.08862,1.11879,1.657,2.90338,0.760595,4.84529,13.6165,2.48749,1.06175,0.997329,2.24267,1.16208,0.702799,0.868169,0.915752,1.12759,11.54,25.1956,1.16852,1.23399,3.24337,0.863679,1.22931,2.12062,2.41157,4.23182,4.40578,3.90579,3.03902,1.6656,0.849219,12.0078,6.30676,15.1708,12.8524,5.00462,0.693623,0.791542,1.47869,H,muon
447,1.53187,0.967149,0.892861,0.990382,1.30669,0.958038,0.882934,1.04773,1.03101,1.11439,0.815969,1.6625,3.8607,1.29871,1.33732,1.26435,2.43433,2.0721,13.0535,3.40427,0.777042,1.07856,0.8542,1.03622,2.42445,2.91682,10.925,5.26699,2.1603,3.55522,8.27622,4.15587,5.17825,10.4443,14.8083,9.20315,4.94251,0.894955,0.0,1.90077,H,muon
448,1.12983,2.31497,1.43674,1.07734,1.43045,4.04656,2.02399,3.09806,3.07211,1.05401,1.48271,1.02463,0.791863,0.961826,2.00802,8.02428,5.82215,1.74061,2.14861,0.898992,4.245,7.82851,2.70733,0.718511,3.97696,3.69319,6.41002,5.65253,4.97767,3.33618,1.61145,5.17294,10.0028,9.09199,6.13376,6.87269,8.0321,1.84938,0.976763,2.08841,H,muon
449,0.0,0.0,0.487851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769797,0.0,0.0,0.0,0.0,0.337273,1.44878,0.450181,4.37736,0.862464,0.0,2.6652,13.0413,1.82847,9.5536,4.51699,7.77087,0.0,0.0,0.0,H,muon
450,1.1318,0.926617,0.957255,1.84332,0.983548,1.19935,12.1278,3.53695,0.951266,1.09094,1.44762,2.33983,3.03936,2.24104,1.45995,1.15486,0.864842,0.995013,18.2865,1.04576,2.31816,0.741663,0.899895,0.794337,0.962492,1.79526,3.85362,2.41652,4.43211,3.90355,2.56753,2.39938,11.6215,8.29702,15.2632,7.46591,8.09501,2.7662,1.47259,1.48088,H,muon
451,0.0,0.0,0.0,0.0,0.562332,0.0,0.0,0.0,0.0,0.0,0.0,1.00341,0.0,0.0,0.0,0.0,0.0,0.0,12.5724,0.0,0.0,0.0,0.0,1.61003,2.26603,0.980065,2.45588,1.50626,3.53274,6.89276,4.23799,3.01233,12.2699,8.92567,13.5275,5.9523,8.19404,1.15806,0.0,0.0,H,muon
452,0.992069,5.3374,1.33813,1.5186,1.43668,2.75994,1.10396,0.709198,1.00274,1.00337,1.02559,3.91969,0.857747,0.96345,0.877557,0.838291,1.1453,1.39923,0.714979,0.0,2.19389,1.03873,1.07608,1.03438,1.24643,1.29808,6.11189,2.63151,4.06392,2.42421,12.2025,3.24712,11.2174,11.2333,6.7244,6.81944,9.0939,0.685631,1.50007,1.6105,H,muon
453,2.10487,1.06965,0.773048,1.13368,1.03483,1.15219,0.856684,1.01255,1.83028,1.81703,1.29444,1.75301,1.04549,0.529148,7.86485,0.766231,4.55929,2.51012,22.1231,12.2945,13.911,21.9661,9.55898,16.7731,8.12361,3.37618,11.6493,3.89799,5.01562,7.21527,4.44823,3.01926,4.74887,7.42324,14.32,0.891363,11.6091,3.25438,1.02077,5.09458,H,muon
454,0.930623,4.83308,1.37389,5.44694,0.895732,1.02251,3.14837,0.980649,2.30614,1.35864,0.942486,2.48711,2.65407,1.10581,0.682037,2.71962,1.86419,1.26855,1.27315,1.88756,3.23933,1.06096,1.09606,0.937284,0.79829,0.991051,3.83052,1.43972,9.5698,10.8404,8.72594,4.79373,16.2045,4.44073,9.40296,14.0061,4.37982,1.44447,0.802146,4.06456,H,muon
455,2.36529,4.04916,12.6289,35.3429,59.06,102.019,141.24,252.193,186.014,159.162,229.59,196.064,210.369,175.369,114.885,98.6485,92.9038,33.0542,65.6556,39.2168,8.42685,8.55832,2.89029,4.00181,9.24584,2.30262,5.74363,2.32068,13.9926,3.24003,2.68179,0.0,10.7602,6.15985,13.8497,20.0013,7.36519,0.835972,1.37007,1.11061,H,muon
456,1.0579,2.16964,1.03541,0.836232,4.74871,1.24819,1.88367,0.856184,1.54269,0.867844,0.936878,0.581337,4.12954,1.06911,1.34187,3.69836,2.92951,0.896395,0.768857,0.95807,1.00895,0.0,1.39066,1.29918,1.8646,2.25479,4.60096,2.97414,0.87064,3.25621,5.01337,8.37438,14.1478,7.95666,4.22137,3.5235,7.22111,2.08354,0.0,4.44537,H,muon
457,1.08769,1.05396,1.20295,2.39055,4.61965,0.0,1.41075,0.787397,4.46998,1.44228,1.01391,5.17706,0.994922,1.98557,1.34397,0.882137,1.2028,1.1907,19.6384,0.979352,1.08104,1.27296,0.976784,0.914844,1.21858,2.57736,2.14032,2.9981,4.26884,13.1342,16.4064,0.908342,13.6215,10.8944,13.379,6.8369,11.0479,1.57461,0.665026,1.78858,H,muon
458,1.48862,2.29199,1.58809,2.03809,3.95163,0.987254,11.3099,1.43846,1.1455,0.753053,4.51747,0.0,2.05437,0.725397,1.17796,0.902146,1.50951,0.662368,0.856163,0.824092,1.44071,0.0,1.09582,0.962507,0.981671,2.30833,3.47895,3.78149,4.18665,14.6449,2.72967,4.74951,18.3262,6.57121,7.12005,5.17065,6.6464,1.9196,0.946026,1.47446,H,muon
459,0.832723,8.41039,1.16399,0.827087,1.80534,1.20519,1.28376,0.782729,1.33104,1.67815,0.8597,1.95481,1.38027,1.42203,1.3869,1.10399,1.35996,1.0189,12.1462,0.943183,2.14328,1.16377,1.33443,0.959056,2.53852,2.71872,3.23115,3.15061,4.14295,4.7579,3.66519,9.28682,0.755085,7.42003,12.8372,7.96586,6.18173,2.26584,1.1762,1.2871,H,muon
460,1.43159,3.47088,1.6741,1.05476,0.949642,0.0,7.4136,2.94275,1.14736,3.34046,2.2743,0.867815,1.20406,1.38917,1.35655,2.50474,1.34267,1.67997,1.09929,0.936132,2.59206,1.46624,1.32829,1.63803,1.50227,0.976724,6.02148,1.10804,3.14181,0.974023,3.09687,2.7992,12.8122,4.82961,11.409,9.79862,7.54871,0.920534,0.931558,1.14743,H,muon
461,1.14551,0.910123,1.66562,1.05564,1.47995,0.0,0.711596,1.95268,4.05105,1.63357,0.831063,1.34696,0.894437,0.632169,1.06631,0.0,1.999,0.977671,14.026,0.971707,1.15596,0.93015,0.854107,1.23931,3.36964,2.04464,4.21864,4.02692,2.99555,6.5688,4.16902,2.84418,11.8268,21.4627,11.6416,2.55577,5.54526,2.23085,2.31537,1.82984,H,muon
462,0.730962,1.92284,0.93934,0.855023,1.1898,1.05771,0.896438,4.02232,2.37283,1.13951,0.830252,4.17642,2.24191,2.72649,3.60905,3.21178,1.70749,1.19932,0.941379,0.732851,1.23276,1.01709,0.958291,2.30313,1.88601,1.85838,2.3739,3.5072,2.90878,4.32224,28.6413,6.91513,13.4977,9.70582,7.11337,12.0083,5.58808,3.08174,0.995361,2.37732,H,muon
463,4.50025,1.6576,1.10955,2.19859,1.21871,0.728242,10.3758,0.827312,0.772004,3.08673,6.06812,8.63519,1.26475,0.674033,1.29511,1.7243,1.44664,1.12939,12.8308,1.26073,2.21541,0.8918,1.17804,1.00676,1.10337,1.87101,3.87229,1.77096,3.808,2.88801,7.3605,6.37484,13.0837,12.8917,14.1115,11.5871,10.2062,0.0,0.0,0.0,H,muon
464,0.891726,5.30196,0.972336,0.990288,1.47915,1.58819,1.26213,0.996622,1.766,1.73099,1.24804,1.18138,1.24225,0.91462,0.967196,1.42512,1.42022,5.7547,1.4519,1.08355,1.30573,1.15857,0.727125,1.46302,1.28324,4.973,6.76988,19.7093,4.10615,2.74452,1.13517,5.24757,9.72209,11.6753,5.36736,6.25454,4.2264,3.19605,5.37481,2.38618,H,muon
465,1.51896,1.00848,0.965479,1.7041,1.17036,1.98959,1.10033,0.718981,1.16528,0.792889,1.07738,2.6737,2.74163,2.33832,1.45884,1.05975,4.9626,4.80587,13.5855,0.977784,1.24861,1.06049,0.948774,1.59979,2.7557,2.75997,2.95696,2.43705,3.90631,4.76486,4.49059,3.09995,12.5441,10.2006,17.5227,9.57419,6.87492,1.96135,1.00194,1.23122,H,muon
