 ,Layer,Module,Chip,Channel,Energy
145,11,76,1,38,46.179
146,11,76,1,54,9.74468
147,11,76,0,4,0.985902
148,11,76,1,30,1.18178
149,11,76,1,10,2.84361
150,11,76,1,42,1.32947
151,11,76,1,56,30.6214
152,11,76,1,52,1.38513
153,11,76,0,6,4.93226
154,11,76,1,6,0.761289
155,11,76,1,2,2.65405
156,11,76,1,0,2.20815
157,11,76,1,46,0.838777
158,11,76,3,52,2.95265
159,11,76,3,54,1.73775
160,11,76,0,10,1.12865
161,11,76,1,16,0.510398
162,11,76,0,26,0.630445
163,12,83,3,34,1.58718
164,12,83,0,28,3.82771
165,12,83,2,0,2.31274
166,12,83,3,30,6.29732
167,12,83,2,22,1.48566
168,12,83,2,28,2.16386
169,12,83,3,38,3.4847
170,12,83,2,20,9.82738
171,12,83,3,52,9.13913
172,12,83,3,40,2.67453
173,12,83,3,44,3.0933
174,12,83,3,50,2.83749
175,12,83,3,58,3.26405
176,12,83,1,46,1.21727
177,12,83,2,46,1.79971
178,12,83,2,44,0.741377
179,13,70,2,58,3.81061
180,13,70,1,44,7.16916
181,13,70,2,46,2.4582
182,13,70,2,40,1.11866
183,13,70,1,36,1.22602
184,13,70,0,14,1.67716
185,13,70,0,16,1.17599
186,13,70,0,2,1.39226
187,13,70,1,40,2.22953
188,13,70,1,54,2.69715
189,13,70,1,42,2.45308
190,13,70,1,56,3.74505
191,13,70,1,52,7.25244
192,13,70,1,6,1.39063
193,13,70,1,46,2.45808
194,13,70,1,20,0.613999
195,13,70,1,4,16.4736
196,13,70,1,58,1.96959
197,13,70,1,18,2.1943
198,13,70,3,38,2.02116
199,13,70,3,34,1.88443
200,13,70,1,22,1.36276
201,14,73,2,36,1.56691
202,14,73,0,22,7.45566
203,14,73,3,36,1.85159
204,14,73,3,32,4.41137
205,14,73,2,28,7.94143
206,14,73,3,38,4.55648
207,14,73,3,18,0.843251
208,14,73,0,44,1.47259
209,14,73,3,42,1.54356
210,14,73,3,40,2.53357
211,14,73,3,56,5.04827
212,14,73,3,58,1.09056
213,14,73,0,20,1.10339
214,15,86,0,24,1.76252
215,15,86,2,30,3.781
216,15,86,2,32,1.14454
217,15,86,2,40,0.823033
218,15,86,0,14,1.03665
219,15,86,1,40,1.05544
220,15,86,1,54,3.04847
221,15,86,0,4,4.31948
222,15,86,1,42,2.87494
223,15,86,1,56,4.74361
224,15,86,1,12,1.56102
225,15,86,1,6,1.09178
226,15,86,1,46,2.03825
227,15,86,1,4,1.38452
228,15,86,3,34,1.81865
229,15,86,0,28,2.01377
230,15,86,2,0,0.836327
231,16,87,3,34,5.92111
232,16,87,3,36,1.41184
233,16,87,3,32,3.97076
234,16,87,3,30,0.707279
235,16,87,3,26,3.72027
236,16,87,3,52,4.53902
237,16,87,3,14,0.981349
238,16,87,2,14,3.86199
239,16,87,3,2,1.43685
240,16,87,1,38,2.41172
241,16,87,2,46,1.80607
242,16,87,0,26,3.19197
243,17,82,1,36,1.23688
244,17,82,3,16,2.95147
245,18,72,2,30,1.55764
246,18,72,2,2,1.36564
247,18,72,3,54,1.1987
248,18,72,1,14,1.91282
249,18,72,2,32,1.21593
250,19,67,1,38,2.98271
251,19,67,1,54,1.26156
252,19,67,1,56,2.54849
253,19,67,0,44,13.7645
254,20,65,0,48,4.42218
255,20,65,3,28,0.71493
256,20,65,3,50,3.36796
257,21,35,1,12,4.19948
258,21,35,3,38,0.990381
259,22,36,2,0,3.06821
260,22,36,3,62,1.59064
261,25,142,0,44,1.44903
262,26,143,0,44,0.747552
263,27,145,3,2,0.272968
264,27,145,3,46,0.571517
265,27,145,3,22,0.531913
266,27,145,0,44,1.1395
267,27,145,2,28,0.458894
268,27,145,3,38,0.495811
269,27,145,3,32,0.421764
270,27,145,1,26,0.410789
271,27,145,3,48,0.173321
272,28,144,3,28,1.06665
273,28,144,0,44,0.95844
274,28,144,1,56,0.507592
275,29,96,0,44,0.384666
276,29,95,3,28,1.39188
277,30,123,3,28,1.10997
278,30,100,3,28,1.03577
279,30,122,3,28,1.2749
280,30,104,0,44,0.705326
281,30,113,3,28,0.798332
282,31,97,3,28,1.26857
283,31,111,3,28,0.464968
284,31,111,0,44,0.692446
285,32,124,0,44,1.99196
286,32,108,0,44,1.10263
287,32,108,3,28,0.773008
288,32,120,3,28,1.11929
289,33,136,0,44,2.30562
290,33,141,3,28,0.946145
291,33,141,1,18,0.524557
292,33,147,2,4,0.681813
293,33,147,3,28,0.768235
294,33,147,0,42,0.296684
295,33,138,0,44,1.74468
296,33,140,3,28,0.860138
297,34,131,0,44,0.896284
298,34,146,2,58,0.598512
299,34,146,2,20,0.504014
300,34,146,2,56,0.524326
301,34,132,3,28,0.546068
302,35,127,0,44,3.66659
303,35,125,0,44,6.58108
304,35,125,3,40,0.515476
305,36,38,3,28,1.50155
306,36,38,3,22,0.72328
307,36,38,3,14,0.699948
308,36,38,3,4,0.34827
309,36,38,0,16,1.0068
310,36,39,0,44,0.890764
311,36,48,0,44,0.975079
312,36,46,2,54,0.558855
313,37,55,2,22,0.503552
314,37,71,0,44,2.83757
315,37,71,3,28,2.0147
316,37,75,3,14,0.756033
317,37,63,3,28,0.844162
318,37,63,0,44,0.735149
319,38,62,3,28,1.09324
